site,year,doy,hour,lon,lat,ta_f,rh,sw_in_f,vpd_f,ts_f,nee,reco,gpp,calibration
FR-Fon,2005,1,0,2.7801,48.4764,9.1065,-9999,0,0.3765,,3.335,2.024055,0,
FR-Fon,2005,1,1,2.7801,48.4764,8.9975,-9999,0,0.3685,,0.705562,2.01804,0,
FR-Fon,2005,1,2,2.7801,48.4764,8.6395,-9999,0,0.3545,,0.9604085,1.998245,0,
FR-Fon,2005,1,3,2.7801,48.4764,8.282,-9999,0,0.3405,,1.42241,1.978425,0,x
FR-Fon,2005,1,4,2.7801,48.4764,7.987,-9999,0,0.3245,,1.94939,1.962015,0,
FR-Fon,2005,1,5,2.7801,48.4764,7.8805,-9999,0,0.3015,,2.30169,1.95608,0,x
FR-Fon,2005,1,6,2.7801,48.4764,7.7735,-9999,0,0.279,,2.557075,1.950115,0,x
FR-Fon,2005,1,7,2.7801,48.4764,7.718,-9999,0,0.263,,2.29975,1.947015,0,
FR-Fon,2005,1,8,2.7801,48.4764,7.8165,-9999,0,0.2675,,3.20714,1.952515,0,x
FR-Fon,2005,1,9,2.7801,48.4764,7.9155,-9999,10.743,0.272,,2.005565,1.958035,0.112914,x
FR-Fon,2005,1,10,2.7801,48.4764,8.1085,-9999,34.3595,0.3055,,0.1653545,1.968775,1.8034215,x
FR-Fon,2005,1,11,2.7801,48.4764,8.584,-9999,47.001,0.4275,,-1.500955,1.995175,3.626115,
FR-Fon,2005,1,12,2.7801,48.4764,9.06,-9999,53.064,0.5495,,-1.0022725,2.021485,3.45729,
FR-Fon,2005,1,13,2.7801,48.4764,9.441,-9999,42.2495,0.624,,0.18169865,2.042475,2.58877,x
FR-Fon,2005,1,14,2.7801,48.4764,9.541,-9999,35.8815,0.5575,,0.423716,2.047965,1.76817,x
FR-Fon,2005,1,15,2.7801,48.4764,9.641,-9999,24.3325,0.4915,,0.6838845,2.05346,1.369575,x
FR-Fon,2005,1,16,2.7801,48.4764,9.7585,-9999,4.241,0.454,,1.900455,2.0599,0.191061,x
FR-Fon,2005,1,17,2.7801,48.4764,9.9295,-9999,0,0.5015,,1.77503,2.069265,0,
FR-Fon,2005,1,18,2.7801,48.4764,10.101,-9999,0,0.549,,1.68026,2.07865,0,x
FR-Fon,2005,1,19,2.7801,48.4764,10.21,-9999,0,0.585,,1.637725,2.0846,0,
FR-Fon,2005,1,20,2.7801,48.4764,10.135,-9999,0,0.589,,1.326805,2.080505,0,
FR-Fon,2005,1,21,2.7801,48.4764,10.059,-9999,0,0.5925,,1.41849,2.07635,0,
FR-Fon,2005,1,22,2.7801,48.4764,9.9835,-9999,0,0.5955,,2.711985,2.07222,0,
FR-Fon,2005,1,23,2.7801,48.4764,9.9085,-9999,0,0.597,,3.58893,2.06812,0,
FR-Fon,2005,2,0,2.7801,48.4764,9.8345,-9999,0,0.5985,,3.335,2.064065,0,x
FR-Fon,2005,2,1,2.7801,48.4764,9.6785,-9999,0,0.6195,,0.705562,2.055515,0,
FR-Fon,2005,2,2,2.7801,48.4764,9.2775,-9999,0,0.701,,0.9604085,2.033475,0,x
FR-Fon,2005,2,3,2.7801,48.4764,8.8765,-9999,0,0.7825,,1.42241,2.01136,0,x
FR-Fon,2005,2,4,2.7801,48.4764,8.4485,-9999,0,0.8305,,1.94939,1.98766,0,x
FR-Fon,2005,2,5,2.7801,48.4764,7.9385,-9999,0,0.78,,2.30169,1.95931,0,
FR-Fon,2005,2,6,2.7801,48.4764,7.4285,-9999,0,0.7295,,2.557075,1.930835,0,x
FR-Fon,2005,2,7,2.7801,48.4764,6.9935,-9999,0,0.6885,,2.29975,1.90645,0,x
FR-Fon,2005,2,8,2.7801,48.4764,6.785,-9999,0,0.676,,3.015315,1.894735,0,x
FR-Fon,2005,2,9,2.7801,48.4764,6.577,-9999,21.7315,0.663,,2.16879,1.88302,0,x
FR-Fon,2005,2,10,2.7801,48.4764,6.462,-9999,75.92,0.6875,,0.62739895,1.87654,1.249139,
