site,year,doy,hour,lon,lat,ta_f,rh,sw_in_f,vpd_f,ts_f,nee,nee,gpp,calibration
US-Bar,2005,1,8,-71.2881,44.0646,5.356,60.953224555,136.29,3.4915,-0.0895,0.5606165,1.10155,0.553685,x
US-Bar,2005,1,9,-71.2881,44.0646,4.451,59.84071642,117.09,3.372,-0.097,0.572378,1.05992,0.498649,x
US-Bar,2005,1,10,-71.2881,44.0646,4.394,57.42147029,112.24,3.561,-0.106,0.572378,1.05731,0.49593,x
US-Bar,2005,1,11,-71.2881,44.0646,4.623,57.05665006,246.32,3.6505,-0.1265,0.5941825,1.06783,0.485058,""
US-Bar,2005,1,12,-71.2881,44.0646,3.651,61.80653735,131.28,3.032,-0.116,0.607436,1.02324,0.4255,""
US-Bar,2005,1,18,-71.2881,44.0646,-0.345,58.86943779,0.0925,2.4515,-0.1575,0.30080225,0.842476,0,""
US-Bar,2005,1,19,-71.2881,44.0646,-1.3105,55.146253455,0,2.4895,-0.167,0.8052405,0.799655,0,x
US-Bar,2005,1,20,-71.2881,44.0646,-2.208,52.644526285,0.021,2.4595,-0.1735,0.707533,0.7602145,0,x
US-Bar,2005,1,21,-71.2881,44.0646,-2.9465,39.69029113,0.5865,2.9655,-0.1815,0.6306115,0.728084,0,""
US-Bar,2005,1,22,-71.2881,44.0646,-3.7485,44.29436444,0.945,2.5805,-0.198,0.579291,0.693535,0,x
US-Bar,2005,1,23,-71.2881,44.0646,-4.3875,43.817777165,1.3625,2.4795,-0.2,0.579291,0.666286,0,x
US-Bar,2005,2,0,-71.2881,44.0646,-4.9435,39.27088933,1.7885,2.5695,-0.2055,0.6018115,0.642803,0,""
US-Bar,2005,2,1,-71.2881,44.0646,-5.4255,37.53581974,1.8645,2.5475,-0.21,0.5735695,0.622618,0,x
US-Bar,2005,2,2,-71.2881,44.0646,-5.748,34.330232485,0.2235,2.6135,-0.2095,0.399756,0.6092055,0,""
US-Bar,2005,2,3,-71.2881,44.0646,-5.873,31.319388615,0.139,2.7075,-0.209,0.399756,0.604029,0,x
US-Bar,2005,2,4,-71.2881,44.0646,-6.4615,35.380239475,0,2.4355,-0.21,0.568421,0.579839,0,x
US-Bar,2005,2,5,-71.2881,44.0646,-7.643,47.53901083,0.0125,1.811,-0.1975,0.652348,0.5321735,0,x
US-Bar,2005,2,6,-71.2881,44.0646,-8.525,59.2853241,0.3335,1.3075,-0.1915,0.700001,0.4972985,0,x
US-Bar,2005,2,7,-71.2881,44.0646,-8.7905,62.27242391,11.4655,1.187,-0.1895,0.700001,0.4869695,0,""
US-Bar,2005,2,9,-71.2881,44.0646,-6.401,51.67143341,245.71,1.829,-0.197,0.589124,0.5823,0,""
US-Bar,2005,2,12,-71.2881,44.0646,-3.437,26.23326857,172.39,3.497,-0.213,0.295694,0.706897,0.410494,x
US-Bar,2005,2,13,-71.2881,44.0646,-3.429,27.38871492,169.1,3.444,-0.197,0.295694,0.707241,0.410848,""
US-Bar,2005,2,14,-71.2881,44.0646,-3.5645,29.19848978,56.097,3.325,-0.175,0.3973185,0.7014235,0.3032485,""
US-Bar,2005,2,15,-71.2881,44.0646,-3.8055,33.1596422,16.3105,3.082,-0.166,0.579291,0.691083,0.1106585,""
US-Bar,2005,2,16,-71.2881,44.0646,-4.4205,47.93565543,3.754,2.2995,-0.1645,0.5708,0.664913,0.0923037,""
US-Bar,2005,2,17,-71.2881,44.0646,-5.315,71.141593725,3.045,1.188,-0.1625,0.5584675,0.627229,0,""
US-Bar,2005,2,18,-71.2881,44.0646,-5.5365,80.56298384,3.0455,0.7865,-0.159,0.560015,0.6179905,0,""
US-Bar,2005,2,19,-71.2881,44.0646,-5.6065,86.359980735,3.29,0.5485,-0.1685,0.560015,0.615079,0,x
US-Bar,2005,2,20,-71.2881,44.0646,-5.427,90.661831705,3.6695,0.381,-0.172,0.557262,0.6225515,0,x
US-Bar,2005,2,21,-71.2881,44.0646,-5.419,95.105741955,4.8925,0.1995,-0.175,0.557262,0.6228855,0,x
US-Bar,2005,2,22,-71.2881,44.0646,-5.07,96.935407805,6.331,0.128,-0.1825,0.5782755,0.6374925,0,""
US-Bar,2005,2,23,-71.2881,44.0646,-4.4665,98.593517415,6.833,0.0615,-0.1855,0.543386,0.6629375,0,""
US-Bar,2005,3,0,-71.2881,44.0646,-3.2195,99.50571918,7.7695,0.0235,-0.1955,0.5319365,0.7162835,0,""
US-Bar,2005,3,1,-71.2881,44.0646,-1.9525,100,5.656,0,-0.1955,0.6296105,0.7714055,0,x
US-Bar,2005,3,2,-71.2881,44.0646,-1.666,100,3.096,0,-0.1925,0.634784,0.783972,0,""
US-Bar,2005,3,3,-71.2881,44.0646,-1.3625,100,3.0665,0,-0.1815,0.6705685,0.797344,0,x
US-Bar,2005,3,4,-71.2881,44.0646,0.029,100,3.222,0,-0.171,-0.0579185,0.859167,0,""
US-Bar,2005,3,7,-71.2881,44.0646,-0.782,99.43228112,25.463,0.033,-0.147,0.698468,0.823033,0,""
US-Bar,2005,3,8,-71.2881,44.0646,-0.1625,99.93513023,88.274,0.004,-0.151,0.228571,0.8506155,0.6256395,x
US-Bar,2005,3,9,-71.2881,44.0646,1.5655,99.630937725,167.915,0.025,-0.1545,0.618243,0.928298,0.316278,x
US-Bar,2005,3,10,-71.2881,44.0646,1.871,98.15847393,216.1,0.129,-0.141,0.587368,0.942134,0.361477,x
US-Bar,2005,3,11,-71.2881,44.0646,5.899,85.19193877,349.16,1.375,-0.141,0.553172,1.12658,0.587167,x
US-Bar,2005,3,12,-71.2881,44.0646,6.711,75.12193571,309.05,2.444,-0.098,0.445718,1.16407,0.733655,""
US-Bar,2005,3,13,-71.2881,44.0646,6.0395,72.32596148,203.355,2.5955,-0.0685,0.537608,1.133065,0.6094855,""
