site,year,doy,hour,lon,lat,ta_f,rh,sw_in_f,vpd_f,ts_f,nee,nee,gpp,calibration
JP-Yms,2002,1,1,135.840939,34.790278,3.5,64.8323397820117,0,1.52173939954322,-9999,1.95987829166666,1.74293594942392,0,""
JP-Yms,2002,1,2,135.840939,34.790278,3.133,66.7790055681352,0,1.26806970556928,-9999,2.25364095,1.7119439838094,0,x
JP-Yms,2002,1,3,135.840939,34.790278,2.95,66.5839652600156,0,1.29011073664013,-9999,2.10191715,1.69652669438655,0,x
JP-Yms,2002,1,4,135.840939,34.790278,2.8,65.5106018728508,0,1.41408509366913,-9999,2.10273514166667,1.68391315559625,0,x
JP-Yms,2002,1,5,135.840939,34.790278,2.775,64.0984062512566,0,1.71539523208679,-9999,2.25413516666667,1.68181595387275,0,""
JP-Yms,2002,1,6,135.840939,34.790278,3.1835,62.2318202890689,0,2.26184865400412,-9999,2.329179075,1.71620915239134,0,""
JP-Yms,2002,1,7,135.840939,34.790278,3.65,60.3197964474007,3.286,2.48198843048213,-9999,1.94792171666667,1.7556286897565,0,""
JP-Yms,2002,1,9,135.840939,34.790278,6.075,49.5496947499266,179.857,4.40437769647388,-9999,-1.27756865,1.96274911118075,3.24031776118075,x
JP-Yms,2002,1,12,135.840939,34.790278,9.283,40.3743767532339,238,7.71504434956905,-9999,-1.27756865,2.24080880511617,3.51837745511617,x
JP-Yms,2002,1,15,135.840939,34.790278,6.417,54.7360440854549,15.0715,5.12722415749648,-9999,1.52646058,1.99219909512455,0.465738515124549,""
JP-Yms,2002,1,16,135.840939,34.790278,6.025,61.0987158298088,3.9285,3.82288762786644,-9999,1.62447297333333,1.95844301944482,0.333970046111491,x
JP-Yms,2002,1,17,135.840939,34.790278,5.708,68.8521393250763,0,2.75107067887954,-9999,1.72248536666667,1.93119156184409,0,""
JP-Yms,2002,1,18,135.840939,34.790278,5.975,73.7111378125163,0,1.9888094107244,-9999,1.72248536666667,1.95413723374347,0,""
JP-Yms,2002,1,19,135.840939,34.790278,5.967,71.6276940273163,0,2.14181813052302,-9999,1.72248536666667,1.95344916419403,0,x
JP-Yms,2002,1,20,135.840939,34.790278,5.525,73.2087314781986,0,1.88357648146023,-9999,1.7499382047619,1.91548801234718,0,x
JP-Yms,2002,1,21,135.840939,34.790278,5.025,72.2160931070177,0,1.79204770289384,-9999,1.8626563797619,1.87266138657378,0,x
JP-Yms,2002,1,22,135.840939,34.790278,4.7,70.8588532341676,0,1.6930619391545,-9999,1.94792171666667,1.84489266131351,0,""
JP-Yms,2002,1,23,135.840939,34.790278,4.25,70.1612030589003,0,1.751897221638,-9999,1.94792171666667,1.80656047057753,0,""
JP-Yms,2002,2,0,135.840939,34.790278,3.6415,69.0405901160227,0,1.81549554745061,-9999,2.01534858833334,1.75491745851125,0,""
JP-Yms,2002,2,1,135.840939,34.790278,3.4,67.2754039560801,0,1.85348975683234,-9999,1.89968738333333,1.73448137142868,0,""
JP-Yms,2002,2,2,135.840939,34.790278,3.475,66.7542969378946,0,1.95527208216789,-9999,2.08277546,1.74082120182668,0,x
JP-Yms,2002,2,3,135.840939,34.790278,3.0165,67.2826196561417,0,1.84168592009471,-9999,1.79609415952381,1.70214629458719,0,""
