"site","LON","LAT","YEAR","MO","DY","HR","T2M","T2MDEW","PRECTOTCORR","ALLSKY_SFC_SW_DWN","WS10M"
"IT-Ro1",11.93,42.4081,2001,1,1,0,5.38199768066409,0.81275329589846,9.20326113697456,1428.36,6.09507769867589
"IT-Ro1",11.93,42.4081,2001,1,1,1,4.95325622558596,0.545938110351585,0,0,5.83361547408127
"IT-Ro1",11.93,42.4081,2001,1,1,2,4.64119873046877,0.363458251953148,0,0,5.64865800831414
"IT-Ro1",11.93,42.4081,2001,1,1,3,4.26685485839846,0.0876251220703352,0,0,5.3409953631667
"IT-Ro1",11.93,42.4081,2001,1,1,4,3.87226257324221,-0.210028076171852,0,0,4.95412910782094
"IT-Ro1",11.93,42.4081,2001,1,1,5,3.52980957031252,-0.532568359374977,0,0,4.74438635428037
"IT-Ro1",11.93,42.4081,2001,1,1,6,3.20704040527346,-0.78551330566404,0,0,4.55800534698028
"IT-Ro1",11.93,42.4081,2001,1,1,7,3.36834106445315,-0.643041992187477,0.000427663223945274,1.72444444444444,4.61735143986828
"IT-Ro1",11.93,42.4081,2001,1,1,8,4.00972900390627,-0.283453369140602,0.000855326561577385,81.1794444444444,3.9430643463625
"IT-Ro1",11.93,42.4081,2001,1,1,9,5.37038574218752,-0.132757568359352,0.000855326561577385,296.752222222222,3.94839372743302
"IT-Ro1",11.93,42.4081,2001,1,1,10,6.80758056640627,-0.21703186035154,0.000855326561577385,625.000555555556,3.86050337180643
"IT-Ro1",11.93,42.4081,2001,1,1,11,7.91123352050784,-0.12261047363279,0.00129044053664984,1020.77555555556,3.55818555306499
"IT-Ro1",11.93,42.4081,2001,1,1,12,8.65671691894534,-0.0974334716796648,0.00171576562024711,1428.775,2.84181739645689
"IT-Ro1",11.93,42.4081,2001,1,1,13,9.05036315917971,-0.0912994384765398,0.00171065329368503,1793.95777777778,2.0266136722436
"IT-Ro1",11.93,42.4081,2001,1,1,14,9.00888977050784,0.168634033203148,0.00171363348044906,2066.90722222222,1.97868812645453
"IT-Ro1",11.93,42.4081,2001,1,1,15,8.3912292480469,1.16355285644534,0.00171771068835369,2211.65555555556,1.39741384253018
"IT-Ro1",11.93,42.4081,2001,1,1,16,7.05477294921877,2.82731018066409,0.00171363342360564,2237.79333333333,1.18422074558024
"IT-Ro1",11.93,42.4081,2001,1,1,17,6.05866394042971,2.00190124511721,0.0017166136672131,2237.79333333333,1.03230504109909
"IT-Ro1",11.93,42.4081,2001,1,1,18,5.62214050292971,1.86094055175784,0.0017046927496267,2237.79333333333,1.03716304165187
"IT-Ro1",11.93,42.4081,2001,1,1,19,4.69716796875002,1.55269775390627,0.0017046927496267,2237.79333333333,1.15171688478279
"IT-Ro1",11.93,42.4081,2001,1,1,20,3.90816650390627,1.58123168945315,0.0017046927496267,2237.79333333333,1.33364143772462
"IT-Ro1",11.93,42.4081,2001,1,1,21,3.38175354003909,1.47519836425784,0.0017046927496267,2237.79333333333,1.38768758115621
"IT-Ro1",11.93,42.4081,2001,1,1,22,3.04433593750002,1.3369079589844,0.0017046927496267,2237.79333333333,1.41557563860217
"IT-Ro1",11.93,42.4081,2001,1,1,23,2.82914123535159,1.14116821289065,0.0017046927496267,2237.79333333333,1.42881734938028
"IT-Ro1",11.93,42.4081,2001,1,2,0,2.55132446289065,0.83789978027346,0.0017046927496267,2237.79333333333,1.4934880505959
"IT-Ro1",11.93,42.4081,2001,1,2,1,2.16483459472659,0.381448364257835,0,0,1.51312074841564
"IT-Ro1",11.93,42.4081,2001,1,2,2,1.90589294433596,-0.0823577880859148,0,0,1.56752883427397
"IT-Ro1",11.93,42.4081,2001,1,2,3,1.59458312988284,-0.686727905273415,0,0,1.66857904764867
"IT-Ro1",11.93,42.4081,2001,1,2,4,1.60671386718752,-1.33733215332029,0,0,1.75842671458887
"IT-Ro1",11.93,42.4081,2001,1,2,5,2.14096984863284,-1.63764038085935,0,0,1.7702302562564
"IT-Ro1",11.93,42.4081,2001,1,2,6,2.34317932128909,-1.80670776367185,0,0,1.86320675847134
"IT-Ro1",11.93,42.4081,2001,1,2,7,2.77692565917971,-1.37190856933591,0,1.43166666666667,1.88829811819341
"IT-Ro1",11.93,42.4081,2001,1,2,8,3.92298278808596,-0.0301574707031023,0,59.7772222222222,1.88857967951801
