"site","LON","LAT","YEAR","MO","DY","HR","T2M","T2MDEW","PRECTOTCORR","ALLSKY_SFC_SW_DWN","WS10M"
"US-Moz",-92.2,38.7441,2001,1,1,15,-16.2884582519531,-19.3540252685547,0.0757913829829704,96.1077777777778,1.41800733427835
"US-Moz",-92.2,38.7441,2001,1,1,16,-15.0741333007812,-18.8269866943359,0.0800490378196628,285.914444444444,1.34406508415822
"US-Moz",-92.2,38.7441,2001,1,1,17,-13.7108673095703,-18.0430206298828,0.0846564768721692,557.378888888889,1.36476790126257
"US-Moz",-92.2,38.7441,2001,1,1,18,-12.7860626220703,-17.4886688232422,0.0878930090948415,854.117777777778,1.59739051072574
"US-Moz",-92.2,38.7441,2001,1,1,19,-11.50595703125,-16.5098022460937,0.0917077063604666,1184.04888888889,1.40127224637046
"US-Moz",-92.2,38.7441,2001,1,1,20,-10.8711303710937,-16.0750183105469,0.0942707060858083,1480.57444444444,1.37012120834357
"US-Moz",-92.2,38.7441,2001,1,1,21,-10.6866058349609,-15.8197235107422,0.0958502291723562,1694.03777777778,1.31714956660887
"US-Moz",-92.2,38.7441,2001,1,1,22,-10.8306640625,-15.6513732910156,0.0972807406469656,1786.41888888889,1.18694429596436
"US-Moz",-92.2,38.7441,2001,1,1,23,-11.2685150146484,-14.7826599121094,0.0996649264379812,1814.46555555556,0.98340659057662
"US-Moz",-92.2,38.7441,2001,1,2,0,-11.7338317871094,-14.7538970947265,0.104492902664788,1814.46555555556,1.27267627081585
"US-Moz",-92.2,38.7441,2001,1,2,1,-12.0871185302734,-14.7162078857422,0.00364333391189575,0,1.19971146930127
"US-Moz",-92.2,38.7441,2001,1,2,2,-12.514028930664,-15.1116546630859,0.00631436705589294,0,1.27103408254496
"US-Moz",-92.2,38.7441,2001,1,2,3,-12.9288543701172,-15.3918060302734,0.00810995697975159,0,1.30190003055821
"US-Moz",-92.2,38.7441,2001,1,2,4,-13.3561767578125,-15.6810821533203,0.00970065593719482,0,1.3718648001531
"US-Moz",-92.2,38.7441,2001,1,2,5,-13.9371551513672,-16.1708435058594,0.0108852982521057,0,1.51222470044164
"US-Moz",-92.2,38.7441,2001,1,2,6,-14.2251800537109,-16.4199890136719,0.0120922923088074,0,1.39854732576554
"US-Moz",-92.2,38.7441,2001,1,2,7,-14.5219024658203,-16.7957366943359,0.0136345624923706,0,1.45523007027279
"US-Moz",-92.2,38.7441,2001,1,2,8,-15.090689086914,-17.2938293457031,0.0145584344863892,0,1.46242691688459
"US-Moz",-92.2,38.7441,2001,1,2,9,-15.6383575439453,-17.7930511474609,0.0153928995132446,0,1.48695407012449
"US-Moz",-92.2,38.7441,2001,1,2,10,-16.1244262695312,-18.2516540527344,0.0165551900863647,0,1.4961822387471
"US-Moz",-92.2,38.7441,2001,1,2,11,-16.7165740966797,-18.7861541748047,0.0169724225997925,0,1.52834459651643
"US-Moz",-92.2,38.7441,2001,1,2,12,-17.0190948486328,-19.0819915771484,0.0180751085281372,0,1.69705221652753
"US-Moz",-92.2,38.7441,2001,1,2,13,-16.9735778808594,-19.0420593261719,0.0199377536773682,0,1.53204258196519
"US-Moz",-92.2,38.7441,2001,1,2,14,-16.8883117675781,-18.8752502441406,0.0211894512176514,9.08055555555556,1.44660177040662
"US-Moz",-92.2,38.7441,2001,1,2,15,-14.6761993408203,-17.6041931152344,0.022202730178833,111.807777777778,0.556249410055103
"US-Moz",-92.2,38.7441,2001,1,2,16,-12.3029388427734,-16.1459869384765,0.02327561378479,342.116666666667,1.06894016776372
"US-Moz",-92.2,38.7441,2001,1,2,17,-10.3367218017578,-15.3279174804687,0.023573637008667,724.853333333333,1.08100695482701
"US-Moz",-92.2,38.7441,2001,1,2,18,-9.09758605957029,-14.6838897705078,0.023573637008667,1190.47444444444,1.31187340652362
"US-Moz",-92.2,38.7441,2001,1,2,19,-7.02556457519529,-13.3613342285156,0.023573637008667,1708.59777777778,1.55580835301548
"US-Moz",-92.2,38.7441,2001,1,2,20,-6.21797790527341,-12.7505096435547,0.023573637008667,2176.96888888889,1.80728204642758
"US-Moz",-92.2,38.7441,2001,1,2,21,-5.94977416992185,-12.3795227050781,0.023573637008667,2538.54,1.98459928515091
"US-Moz",-92.2,38.7441,2001,1,2,22,-6.36009826660154,-11.7432159423828,0.023573637008667,2749.81222222222,1.67741322729082
"US-Moz",-92.2,38.7441,2001,1,2,23,-8.31017150878904,-11.5852722167969,0.023573637008667,2801.32111111111,2.21968076179746
