ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds_1,swc_f_mds_2,swc_f_mds_3,swc_f_mds_4,nee_vut_ref,nee_vut_25,nee_vut_75,nee_nt_vut_ref,nee_nt_vut_25,nee_nt_vut_75,gpp_nt_vut_ref,gpp_nt_vut_25,gpp_nt_vut_75,lat_lon
US-xSE,Cfa,2019,1,0,-76.56,38.8901,12.0935,0,-9999,0.1425,3.1125,8.1265,28.05,22.755,22.105,34.94,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,1,-76.56,38.8901,15.0205,0,-4950.375,0.75,1.7055,8.5025,27.92,22.755,22.12,34.936,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,2,-76.56,38.8901,17.4545,0,90.545,0.45,1.902,9.398,27.825,22.725,22.1,34.902,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,3,-76.56,38.8901,18.2205,0,83.135,0,3.5305,10.0665,27.77,22.7,22.1,34.901,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,4,-76.56,38.8901,18.0765,0,82.165,0,3.7,10.293,27.68,22.69,22.1,34.901,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,5,-76.56,38.8901,17.7785,0,82.965,0,3.4685,10.3645,27.62,22.675,22.09,34.901,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,6,-76.56,38.8901,17.5825,0,82.96,0,3.4265,10.2595,27.56,22.675,22.1,34.901,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,7,-76.56,38.8901,17.2295,0,82.71,2.9725,3.4005,10.1275,27.535,22.645,22.1,34.902,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,8,-76.56,38.8901,16.921,0,80.54,20.665,3.753,9.986,27.716,22.6985,22.044,34.91,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,9,-76.56,38.8901,17.1445,0,64.67,91.195,6.913,10.0335,27.455,22.418,21.829,34.9435,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,10,-76.56,38.8901,16.8825,0,50.12,139.55,9.596,10.3915,27.44,22.4325,21.8375,34.974,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,11,-76.56,38.8901,15.6635,0,52.915,198.0375,8.394,10.6515,27.395,22.422,21.98,34.9225,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,12,-76.56,38.8901,14.381,0,53.29,221.2075,7.656,10.774,27.365,22.4015,21.9935,34.925,,,,,,,,,,38.8901_-76.56
US-xSE,Cfa,2019,1,13,-76.56,38.8901,13.937,0,54.235,168.0025,7.2915,10.8175,27.345,22.434,21.975,34.93,,,,,,,,,,38.8901_-76.56
