ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds_1,swc_f_mds_2,swc_f_mds_3,swc_f_mds_4,nee_vut_ref,nee_vut_25,nee_vut_75,reco_nt_vut_ref,reco_nt_vut_25,reco_nt_vut_75,gpp_nt_vut_ref,gpp_nt_vut_25,gpp_nt_vut_75,lat_lon
US-Wi3,Dfb,2002,1,0,-91.0987,46.6347,-11.747,0.013,-9999,0,0.673,-9999,NA,NA,NA,NA,0.917,0.917,0.917,0,0,0,-0.917,-0.917,-0.917,46.6347_-91.0987
US-Wi3,Dfb,2002,1,1,-91.0987,46.6347,-11.792000000000002,0.0065,-9999,0,0.658,-9999,NA,NA,NA,NA,0.6976,0.6976,0.6976,0,0,0,-0.6976,-0.6976,-0.6976,46.6347_-91.0987
US-Wi3,Dfb,2002,1,2,-91.0987,46.6347,-11.836500000000001,0,-9999,0,0.6425000000000001,-9999,NA,NA,NA,NA,0.5349,0.5349,0.5349,0,0,0,-0.5349,-0.5349,-0.5349,46.6347_-91.0987
US-Wi3,Dfb,2002,1,3,-91.0987,46.6347,-11.889,0.008,-9999,0,0.627,-9999,NA,NA,NA,NA,0.471,0.471,0.471,0,0,0,-0.471,-0.471,-0.471,46.6347_-91.0987
US-Wi3,Dfb,2002,1,4,-91.0987,46.6347,-11.966,0.004,-9999,0,0.612,-9999,NA,NA,NA,NA,0.5373,0.5373,0.5373,0,0,0,-0.5373,-0.5373,-0.5373,46.6347_-91.0987
US-Wi3,Dfb,2002,1,5,-91.0987,46.6347,-12.043,0,-9999,0,0.596,-9999,NA,NA,NA,NA,0.354,0.354,0.354,0,0,0,-0.354,-0.354,-0.354,46.6347_-91.0987
US-Wi3,Dfb,2002,1,6,-91.0987,46.6347,-12.121500000000001,0,-9999,0,0.587,-9999,NA,NA,NA,NA,0.1504,0.1504,0.1504,0,0,0,-0.1504,-0.1504,-0.1504,46.6347_-91.0987
US-Wi3,Dfb,2002,1,7,-91.0987,46.6347,-12.2085,0,-9999,0,0.594,-9999,NA,NA,NA,NA,-1.4245,-1.4245,-1.4245,0,0,0,1.4245,1.4245,1.4245,46.6347_-91.0987
US-Wi3,Dfb,2002,1,8,-91.0987,46.6347,-12.2945,0,-9999,33.128,0.602,-9999,NA,NA,NA,NA,-1.85635,-1.85635,-1.85635,0,0,0,1.856355,1.856355,1.856355,46.6347_-91.0987
US-Wi3,Dfb,2002,1,9,-91.0987,46.6347,-12.0405,0,-9999,152.62349999999998,0.6535,-9999,NA,NA,NA,NA,-1.75875,-1.75875,-1.75875,0,0,0,1.75875,1.75875,1.75875,46.6347_-91.0987
US-Wi3,Dfb,2002,1,10,-91.0987,46.6347,-10.7675,0,-9999,217.98649999999998,0.8355,-9999,NA,NA,NA,NA,-2.12875,-2.12875,-2.12875,0,0,0,2.12875,2.12875,2.12875,46.6347_-91.0987
US-Wi3,Dfb,2002,1,11,-91.0987,46.6347,-9.4945,0,-9999,253.9725,1.0175,-9999,NA,NA,NA,NA,-2.607465,-2.607465,-2.607465,0,0,0,2.607465,2.607465,2.607465,46.6347_-91.0987
US-Wi3,Dfb,2002,1,12,-91.0987,46.6347,-8.4475,0,-9999,263.12,1.1629999999999998,-9999,NA,NA,NA,NA,-2.38347,-2.38347,-2.38347,0,0,0,2.38347,2.38347,2.38347,46.6347_-91.0987
US-Wi3,Dfb,2002,1,13,-91.0987,46.6347,-8.078,0,-9999,234.62849999999997,1.1989999999999998,-9999,NA,NA,NA,NA,-1.1804985,-1.1804985,-1.1804985,0,0,0,1.1804985,1.1804985,1.1804985,46.6347_-91.0987
US-Wi3,Dfb,2002,1,14,-91.0987,46.6347,-7.7085,0,-9999,175.34750000000003,1.2349999999999999,-9999,NA,NA,NA,NA,-1.904415,-1.904415,-1.904415,0,0,0,1.904415,1.904415,1.904415,46.6347_-91.0987
US-Wi3,Dfb,2002,1,15,-91.0987,46.6347,-7.7135,0,-9999,57.13249999999999,1.209,-9999,NA,NA,NA,NA,-1.49465,-1.49465,-1.49465,0,0,0,1.49465,1.49465,1.49465,46.6347_-91.0987
US-Wi3,Dfb,2002,1,16,-91.0987,46.6347,-8.843499999999999,0,-9999,0,0.998,-9999,NA,NA,NA,NA,-0.9944,-0.9944,-0.9944,0,0,0,0.9944,0.9944,0.9944,46.6347_-91.0987
US-Wi3,Dfb,2002,1,17,-91.0987,46.6347,-9.973500000000001,0,-9999,0,0.7865,-9999,NA,NA,NA,NA,-0.29860000000000003,-0.29860000000000003,-0.29860000000000003,0,0,0,0.29860000000000003,0.29860000000000003,0.29860000000000003,46.6347_-91.0987
US-Wi3,Dfb,2002,1,18,-91.0987,46.6347,-11.181999999999999,0,-9999,0,0.6234999999999999,-9999,NA,NA,NA,NA,0.20679999999999998,0.20679999999999998,0.20679999999999998,0,0,0,-0.20679999999999998,-0.20679999999999998,-0.20679999999999998,46.6347_-91.0987
US-Wi3,Dfb,2002,1,19,-91.0987,46.6347,-12.625,0,-9999,0,0.6065,-9999,NA,NA,NA,NA,0.3385,0.3385,0.3385,0,0,0,-0.3385,-0.3385,-0.3385,46.6347_-91.0987
US-Wi3,Dfb,2002,1,20,-91.0987,46.6347,-14.068999999999999,0,-9999,0,0.5894999999999999,-9999,NA,NA,NA,NA,0.042574999999999995,0.042574999999999995,0.042574999999999995,0,0,0,-0.042574999999999995,-0.042574999999999995,-0.042574999999999995,46.6347_-91.0987
US-Wi3,Dfb,2002,1,21,-91.0987,46.6347,-15.303,0,-9999,0,0.5754999999999999,-9999,NA,NA,NA,NA,-1.42433165,-1.42433165,-1.42433165,0,0,0,1.4243315,1.4243315,1.4243315,46.6347_-91.0987
US-Wi3,Dfb,2002,1,22,-91.0987,46.6347,-15.9095,0,-9999,0,0.572,-9999,NA,NA,NA,NA,-2.42725,-2.42725,-2.42725,0,0,0,2.42725,2.42725,2.42725,46.6347_-91.0987
US-Wi3,Dfb,2002,1,23,-91.0987,46.6347,-16.516,0,-9999,0,0.568,-9999,NA,NA,NA,NA,-0.637,-0.637,-0.637,0,0,0,0.637,0.637,0.637,46.6347_-91.0987
US-Wi3,Dfb,2002,2,0,-91.0987,46.6347,-17,0,-9999,0,0.5645,-9999,NA,NA,NA,NA,0.917,0.917,0.917,0,0,0,-0.917,-0.917,-0.917,46.6347_-91.0987
US-Wi3,Dfb,2002,2,1,-91.0987,46.6347,-17.115,0,-9999,0,0.56,-9999,NA,NA,NA,NA,0.6976,0.6976,0.6976,0,0,0,-0.6976,-0.6976,-0.6976,46.6347_-91.0987
US-Wi3,Dfb,2002,2,2,-91.0987,46.6347,-17.2305,0,-9999,0,0.556,-9999,NA,NA,NA,NA,0.5349,0.5349,0.5349,0,0,0,-0.5349,-0.5349,-0.5349,46.6347_-91.0987
US-Wi3,Dfb,2002,2,3,-91.0987,46.6347,-17.265,0,-9999,0,0.552,-9999,NA,NA,NA,NA,0.471,0.471,0.471,0,0,0,-0.471,-0.471,-0.471,46.6347_-91.0987
US-Wi3,Dfb,2002,2,4,-91.0987,46.6347,-17.056,0,-9999,0,0.5485,-9999,NA,NA,NA,NA,0.5373,0.5373,0.5373,0,0,0,-0.5373,-0.5373,-0.5373,46.6347_-91.0987
US-Wi3,Dfb,2002,2,5,-91.0987,46.6347,-16.847,0,-9999,0,0.545,-9999,NA,NA,NA,NA,0.354,0.354,0.354,0,0,0,-0.354,-0.354,-0.354,46.6347_-91.0987
US-Wi3,Dfb,2002,2,6,-91.0987,46.6347,-16.6535,0,-9999,0,0.5445,-9999,NA,NA,NA,NA,0.1504,0.1504,0.1504,0,0,0,-0.1504,-0.1504,-0.1504,46.6347_-91.0987
US-Wi3,Dfb,2002,2,7,-91.0987,46.6347,-16.506999999999998,0,-9999,0,0.5515000000000001,-9999,NA,NA,NA,NA,-1.4245,-1.4245,-1.4245,0,0,0,1.4245,1.4245,1.4245,46.6347_-91.0987
US-Wi3,Dfb,2002,2,8,-91.0987,46.6347,-16.36,0,-9999,38.6695,0.5585,-9999,NA,NA,NA,NA,-1.85635,-1.85635,-1.85635,0,0,0,1.856355,1.856355,1.856355,46.6347_-91.0987
US-Wi3,Dfb,2002,2,9,-91.0987,46.6347,-15.884,0,-9999,150.436,0.5945,-9999,NA,NA,NA,NA,-1.75875,-1.75875,-1.75875,0,0,0,1.75875,1.75875,1.75875,46.6347_-91.0987
US-Wi3,Dfb,2002,2,10,-91.0987,46.6347,-14.419,0,-9999,214.945,0.7195,-9999,NA,NA,NA,NA,-2.12875,-2.12875,-2.12875,0,0,0,2.12875,2.12875,2.12875,46.6347_-91.0987
US-Wi3,Dfb,2002,2,11,-91.0987,46.6347,-12.9545,0,-9999,250.57850000000002,0.8445,-9999,NA,NA,NA,NA,-2.607465,-2.607465,-2.607465,0,0,0,2.607465,2.607465,2.607465,46.6347_-91.0987
US-Wi3,Dfb,2002,2,12,-91.0987,46.6347,-11.6375,0,-9999,304.8785,0.9544999999999999,-9999,NA,NA,NA,NA,-2.38347,-2.38347,-2.38347,0,0,0,2.38347,2.38347,2.38347,46.6347_-91.0987
US-Wi3,Dfb,2002,2,13,-91.0987,46.6347,-10.764,0,-9999,272.268,1.0194999999999999,-9999,NA,NA,NA,NA,-1.1804985,-1.1804985,-1.1804985,0,0,0,1.1804985,1.1804985,1.1804985,46.6347_-91.0987
US-Wi3,Dfb,2002,2,14,-91.0987,46.6347,-9.8905,0,-9999,204.0875,1.0845,-9999,NA,NA,NA,NA,-1.904415,-1.904415,-1.904415,0,0,0,1.904415,1.904415,1.904415,46.6347_-91.0987
US-Wi3,Dfb,2002,2,15,-91.0987,46.6347,-9.416,0,-9999,75.4195,1.093,-9999,NA,NA,NA,NA,-1.49465,-1.49465,-1.49465,0,0,0,1.49465,1.49465,1.49465,46.6347_-91.0987
US-Wi3,Dfb,2002,2,16,-91.0987,46.6347,-10.1375,0,-9999,0,0.9315,-9999,NA,NA,NA,NA,-0.9944,-0.9944,-0.9944,0,0,0,0.9944,0.9944,0.9944,46.6347_-91.0987
US-Wi3,Dfb,2002,2,17,-91.0987,46.6347,-10.8585,0,-9999,0,0.7705,-9999,NA,NA,NA,NA,-0.29860000000000003,-0.29860000000000003,-0.29860000000000003,0,0,0,0.29860000000000003,0.29860000000000003,0.29860000000000003,46.6347_-91.0987
US-Wi3,Dfb,2002,2,18,-91.0987,46.6347,-11.458,0,-9999,0,0.643,-9999,NA,NA,NA,NA,0.20679999999999998,0.20679999999999998,0.20679999999999998,0,0,0,-0.20679999999999998,-0.20679999999999998,-0.20679999999999998,46.6347_-91.0987
US-Wi3,Dfb,2002,2,19,-91.0987,46.6347,-11.689,0,-9999,0,0.6165,-9999,NA,NA,NA,NA,0.3385,0.3385,0.3385,0,0,0,-0.3385,-0.3385,-0.3385,46.6347_-91.0987
US-Wi3,Dfb,2002,2,20,-91.0987,46.6347,-11.921,0,-9999,0,0.5905,-9999,NA,NA,NA,NA,0.042574999999999995,0.042574999999999995,0.042574999999999995,0,0,0,-0.042574999999999995,-0.042574999999999995,-0.042574999999999995,46.6347_-91.0987
US-Wi3,Dfb,2002,2,21,-91.0987,46.6347,-12.1735,0,-9999,0,0.569,-9999,NA,NA,NA,NA,-1.42433165,-1.42433165,-1.42433165,0,0,0,1.4243315,1.4243315,1.4243315,46.6347_-91.0987
US-Wi3,Dfb,2002,2,22,-91.0987,46.6347,-12.4875,0,-9999,0,0.5609999999999999,-9999,NA,NA,NA,NA,-2.42725,-2.42725,-2.42725,0,0,0,2.42725,2.42725,2.42725,46.6347_-91.0987
US-Wi3,Dfb,2002,2,23,-91.0987,46.6347,-12.8025,0,-9999,0,0.553,-9999,NA,NA,NA,NA,-0.637,-0.637,-0.637,0,0,0,0.637,0.637,0.637,46.6347_-91.0987
US-Wi3,Dfb,2002,3,0,-91.0987,46.6347,-13.0875,0,-9999,0,0.546,-9999,NA,NA,NA,NA,0.917,0.917,0.917,0,0,0,-0.917,-0.917,-0.917,46.6347_-91.0987
