ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds_1,swc_f_mds_2,swc_f_mds_3,swc_f_mds_4,nee_vut_ref,nee_vut_25,nee_vut_75,nee_nt_vut_ref,nee_nt_vut_25,nee_nt_vut_75,gpp_nt_vut_ref,gpp_nt_vut_25,gpp_nt_vut_75,lat_lon
US-xSC,Cfa,2019,1,19,-78.1395,38.8929,6.7035,0,70.96,0.52,2.8545,7.0825,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,1,20,-78.1395,38.8929,6.4025,0,72.58,1.2675,2.637,6.936,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,1,21,-78.1395,38.8929,6.0575,0,72.77,1.4125,2.5575,7.016,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,1,22,-78.1395,38.8929,5.5395,0,74.175,1.2825,2.34,6.996,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,1,23,-78.1395,38.8929,5.2065,0,74.96,1.2875,2.217,6.906,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,0,-78.1395,38.8929,4.9265,0,75.245,0.8225,2.1495,6.808,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,1,-78.1395,38.8929,4.8895,0,73.97,0.465,2.254,6.501,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,2,-78.1395,38.8929,5.0535,0,72.21,0.515,2.434,6.211,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,3,-78.1395,38.8929,4.799,0,73.465,0.56,2.285,6.04,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,4,-78.1395,38.8929,4.799,0,73.58,0.6925,2.274,5.92,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,5,-78.1395,38.8929,4.812,0,75.145,1.25,2.1405,5.9085,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,6,-78.1395,38.8929,4.8305,0,76.47,1.405,2.029,6.0995,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,7,-78.1395,38.8929,4.708,0,77.945,5.2825,1.886,6.298,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,8,-78.1395,38.8929,4.4815,0,79.305,55.2125,1.7415,6.473,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,9,-78.1395,38.8929,4.545,0,77.59,78.6425,1.895,6.6955,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,10,-78.1395,38.8929,4.6255,0,77.35,133.3825,1.926,6.9675,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,11,-78.1395,38.8929,4.738,0,76.745,171.29,1.9925,7.2835,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,12,-78.1395,38.8929,4.8175,0,74.93,149.1025,2.16,7.5045,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,13,-78.1395,38.8929,4.926,0,71.635,102.715,2.463,7.513,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,14,-78.1395,38.8929,5.0245,0,73.4,63.67,2.325,7.4195,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,15,-78.1395,38.8929,5.033,0,74.125,36.5025,2.263,7.305,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,16,-78.1395,38.8929,4.8905,0,73.7,11.565,2.2775,7.153,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,17,-78.1395,38.8929,4.581,0,76.455,1.7,1.9955,6.9735,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,18,-78.1395,38.8929,4.4455,0,78.245,1.58,1.826,6.811,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,19,-78.1395,38.8929,4.443,0,78.135,1.5425,1.835,6.715,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,20,-78.1395,38.8929,4.4245,0,78.305,1.4525,1.8185,6.654,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,21,-78.1395,38.8929,4.388,0,78.87,1.295,1.7665,6.5435,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,22,-78.1395,38.8929,4.2875,0,80.475,1.3225,1.622,6.48,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,2,23,-78.1395,38.8929,4.073,0,82.845,1.38,1.4025,6.4445,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,0,-78.1395,38.8929,4.1835,0,83.09,1.4425,1.3935,6.426,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,1,-78.1395,38.8929,4.1535,0,83.975,1.33,1.318,6.4265,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,2,-78.1395,38.8929,4.682,0,82.9,1.3,1.461,6.4015,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,3,-78.1395,38.8929,6.116,0,79.075,1.205,1.974,6.4335,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,4,-78.1395,38.8929,6.547,0,77.905,0.745,2.1485,6.4505,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,5,-78.1395,38.8929,6.4375,0,78.3,0.97,2.0935,6.4535,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,6,-78.1395,38.8929,6.901,0,76.29,1.115,2.3735,6.48,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,7,-78.1395,38.8929,7.038,0,73.325,3.895,2.682,6.509,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,8,-78.1395,38.8929,6.2425,0,74.205,44.2225,2.4545,6.5715,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,9,-78.1395,38.8929,6.3415,0,69.99,109.935,2.8745,6.824,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,10,-78.1395,38.8929,6.799,0,63.23,168.67,3.636,7.263,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,11,-78.1395,38.8929,6.898,0,55.705,217.3575,4.408,7.684,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,12,-78.1395,38.8929,6.6075,0,55.73,234.1,4.3185,7.973,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,13,-78.1395,38.8929,6.6505,0,55.07,181.0075,4.396,8.0365,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,14,-78.1395,38.8929,6.7,0,53.635,159.4175,4.5515,7.9895,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,15,-78.1395,38.8929,6.7495,0,52.66,109.365,4.6635,7.9355,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,16,-78.1395,38.8929,6.4915,0,52.945,30.4775,4.554,7.6455,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,17,-78.1395,38.8929,6.2955,0,52.78,0.2275,4.5085,6.971,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,18,-78.1395,38.8929,6.054,0,55.8,0,4.1525,6.377,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,19,-78.1395,38.8929,5.859,0,58.5,0,3.845,6.0485,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,20,-78.1395,38.8929,5.5965,0,58.095,0,3.813,5.8375,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,21,-78.1395,38.8929,5.0525,0,63.555,0,3.194,5.612,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,22,-78.1395,38.8929,4.4415,0,63.835,0.0525,3.0345,5.4935,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,3,23,-78.1395,38.8929,4.5715,0,66.705,0,2.8205,5.397,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,0,-78.1395,38.8929,4.4415,0,66.54,0,2.8085,5.2775,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,1,-78.1395,38.8929,4.3595,0,67.815,0,2.6865,5.1485,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,2,-78.1395,38.8929,4.2755,0,68.42,0.0525,2.62,5.08,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,3,-78.1395,38.8929,3.858,0,70.385,0.115,2.387,5.0815,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,4,-78.1395,38.8929,3.989,0,70.61,0.15,2.39,5.0515,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,5,-78.1395,38.8929,4.268,0,70.73,0.255,2.4285,5.0385,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,6,-78.1395,38.8929,4.069,0,75.255,0.575,2.023,5.1075,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,7,-78.1395,38.8929,3.9765,0,77.15,4.7075,1.857,5.2155,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,8,-78.1395,38.8929,3.6265,0,83.61,50.025,1.2985,5.3965,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,9,-78.1395,38.8929,4.1085,0,82.43,119.1325,1.4405,5.767,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,10,-78.1395,38.8929,4.88,0,79.48,169.6825,1.7755,6.3005,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,11,-78.1395,38.8929,5.5095,0,78.42,144.46,1.9525,6.807,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,12,-78.1395,38.8929,4.75,0,81.27,123.9675,1.6075,7.083,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,13,-78.1395,38.8929,4.451,0,86.325,103.895,1.1485,7.1645,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,14,-78.1395,38.8929,4.6345,0,90.135,77.3525,0.839,7.1745,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,15,-78.1395,38.8929,4.841,0,91,31.04,0.7765,7.1805,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,16,-78.1395,38.8929,4.773,0,92.63,7.48,0.633,7.089,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,17,-78.1395,38.8929,4.617,0,93.86,1.9375,0.5225,7.003,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,18,-78.1395,38.8929,4.253,0,97.215,1.795,0.231,6.9065,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,19,-78.1395,38.8929,4.13,0,98.58,1.85,0.117,6.8195,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,20,-78.1395,38.8929,4.235,0,99.045,1.825,0.079,6.7675,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,21,-78.1395,38.8929,4.5485,0,-9999,1.75,3.1135,6.7785,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,22,-78.1395,38.8929,4.8045,0.759,-4949.84,1.7775,1.5845,6.819,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,4,23,-78.1395,38.8929,4.967,0.759,-9999,1.7775,3.1025,6.8535,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,0,-78.1395,38.8929,5.0165,1.771,-9999,1.835,3.0965,6.8835,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,1,-78.1395,38.8929,5.2295,0.253,-4949.86,1.79,1.578,6.885,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,2,-78.1395,38.8929,4.9095,0,99.22,1.92,0.068,6.919,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,3,-78.1395,38.8929,4.705,0,-9999,1.66,3.0785,6.9075,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,4,-78.1395,38.8929,4.642,0,-9999,1.9325,3.074,6.9065,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,5,-78.1395,38.8929,4.2095,0.253,-9999,1.8175,3.069,6.8795,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,6,-78.1395,38.8929,4.179,0,-9999,1.865,3.0645,6.8335,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,7,-78.1395,38.8929,4.175,0,-9999,3.655,3.063,6.8045,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,8,-78.1395,38.8929,4.3615,0,-9999,28.4325,2.9055,6.824,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,9,-78.1395,38.8929,4.9165,0,-9999,85.0775,3.1595,6.9775,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,10,-78.1395,38.8929,5.63,0,-9999,66.505,3.197,7.2505,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,11,-78.1395,38.8929,6.7935,0.253,93.18,62.9275,0.675,7.4375,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,12,-78.1395,38.8929,6.3355,0.506,94.41,99.4575,0.5345,7.5865,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,13,-78.1395,38.8929,7.9285,0,76.955,389.81,2.5345,7.9025,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,14,-78.1395,38.8929,10.054,0,55.09,357.6025,5.541,8.377,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,15,-78.1395,38.8929,10.3705,0,51.13,221.51,6.154,8.496,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,16,-78.1395,38.8929,10.0205,0,52.86,66.185,5.8005,8.0995,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,17,-78.1395,38.8929,9.315,0,55.61,1.2725,5.208,7.555,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,18,-78.1395,38.8929,9.0455,0,55.935,0,5.076,7.1585,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,19,-78.1395,38.8929,8.7845,0,55.73,0,5.0105,6.8655,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,20,-78.1395,38.8929,9.1075,0,52.86,0,5.458,6.601,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,21,-78.1395,38.8929,8.5965,0,54.75,0,5.0605,6.3905,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,22,-78.1395,38.8929,9.1465,0,52.32,0,5.531,6.2615,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,5,23,-78.1395,38.8929,9.4775,0,50.305,0,5.8935,6.2575,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,0,-78.1395,38.8929,9.4515,0,50.53,0,5.8575,6.227,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,1,-78.1395,38.8929,9.245,0,51.86,0,5.6205,6.2035,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,2,-78.1395,38.8929,9.259,0,51.675,0,5.6475,6.17,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,3,-78.1395,38.8929,9.4525,0,50.31,0,5.883,6.135,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,4,-78.1395,38.8929,9.51,0,49.09,0,6.051,6.126,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,5,-78.1395,38.8929,7.774,0,55.65,0,4.6985,5.9755,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,6,-78.1395,38.8929,7.2805,0,58.13,0,4.299,5.709,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,7,-78.1395,38.8929,8.9155,0,49.81,6.1225,5.731,5.6245,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,8,-78.1395,38.8929,7.112,0,59.24,113.8975,4.1185,5.7015,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,9,-78.1395,38.8929,7.12,0,61.895,281.21,3.854,5.7875,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,10,-78.1395,38.8929,8.7045,0,56.1,411.39,4.948,6.3785,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,11,-78.1395,38.8929,9.529,0,51.055,488.86,5.8275,7.1505,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,12,-78.1395,38.8929,9.7325,0,48.97,513.2975,6.1565,8.5305,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,13,-78.1395,38.8929,9.958,0,45.78,466.6775,6.6415,9.0965,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,14,-78.1395,38.8929,10.065,0,42.89,371.0175,7.0455,8.894,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,15,-78.1395,38.8929,9.807,0,41.365,224.835,7.11,8.767,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,16,-78.1395,38.8929,8.902,0,41.92,70.09,6.626,8.225,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,17,-78.1395,38.8929,7.5135,0,41.495,1.31,6.0755,7.421,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,18,-78.1395,38.8929,6.529,0,46.43,0,5.199,6.7205,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,19,-78.1395,38.8929,5.883,0,50.23,0,4.62,6.311,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,20,-78.1395,38.8929,5.074,0,53.335,0,4.0935,5.996,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,21,-78.1395,38.8929,4.1715,0,56.31,0,3.5985,5.6755,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,22,-78.1395,38.8929,3.413,0,59.55,0,3.1585,5.3945,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,6,23,-78.1395,38.8929,2.4885,0,62.68,0,2.728,5.1995,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,7,0,-78.1395,38.8929,1.821,0,63.635,0,2.538,5.0305,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,7,1,-78.1395,38.8929,0.8655,0,64.28,0,2.324,4.8075,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,7,2,-78.1395,38.8929,0.165,0,66.49,0,2.073,4.653,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,7,3,-78.1395,38.8929,-0.2365,0,66.65,0.3125,2.003,4.571,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,7,4,-78.1395,38.8929,-0.411,0,64.335,0.7925,2.115,4.535,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,7,5,-78.1395,38.8929,-0.486,0,63.745,1.19,2.138,4.6375,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,7,6,-78.1395,38.8929,-0.442,0,63.725,1.42,2.1465,4.745,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,7,7,-78.1395,38.8929,-0.2715,0,63.475,4.53,2.188,4.8625,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
US-xSC,Cfa,2019,7,8,-78.1395,38.8929,-0.1695,0,62.865,32.9025,2.2415,4.9745,-9999,-9999,-9999,-9999,,,,,,,,,,38.8929_-78.1395
