ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds,nee_vut_ref,nee_nt_vut_ref,gpp_nt_vut_ref,lat_lon
JP-Kwg,Cfa,1997,1,0,139.4869,35.8725,4.2,0,88.65,0,0.935936267252151,NA,NA,-9999,3.4473978926982003,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,1,139.4869,35.8725,3.82,0,87.945,0,0.9673383925941503,NA,NA,-9999,3.345566607929145,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,2,139.4869,35.8725,3.285,0,87.9,0,0.9348988763340431,NA,NA,-9999,3.204604834980935,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,3,139.4869,35.8725,2.84,0,88.7,0,0.8465825862325076,NA,NA,-9999,3.08991884240834,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,4,139.4869,35.8725,2.625,0,90.7,0,0.685661072565265,NA,NA,-9999,3.035134335358565,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,5,139.4869,35.8725,2.545,0,90.875,0,0.6688359365892738,NA,NA,-9999,3.01490636940025,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,6,139.4869,35.8725,2.1799999999999997,0,90.41,1.3,0.6848324616449735,NA,NA,-9999,2.92352112742103,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,7,139.4869,35.8725,1.99,0,90.19,50.849999999999994,0.6914565186359742,NA,NA,-9999,2.87649364451564,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,8,139.4869,35.8725,3.205,0,86.95500000000001,154.25,1.0025750562982343,NA,NA,-9999,3.1838933416239747,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,9,139.4869,35.8725,5.39,0,78.48,315.85,1.9524112733978503,NA,NA,-9999,3.77881802824547,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,10,139.4869,35.8725,7.615,0,70.71000000000001,330.35,3.062013514063259,NA,NA,-9999,4.42869911690569,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,11,139.4869,35.8725,9.245,0,67.42,344.8,3.804071628393384,NA,NA,-9999,4.936418499330545,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,12,139.4869,35.8725,10.27,0,64.255,301.65,4.467805261260983,NA,NA,-9999,5.267795208438065,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,13,139.4869,35.8725,11.035,0,62.584999999999994,294.79999999999995,4.921245245306021,NA,NA,-9999,5.52154932243864,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,14,139.4869,35.8725,11.620000000000001,0,61.239999999999995,261.5,5.297916448779738,NA,NA,-9999,5.718684559837021,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,15,139.4869,35.8725,11.725000000000001,0,61.22,143.7,5.33778109796515,NA,NA,-9999,5.75445004830356,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,16,139.4869,35.8725,11.165,0,62.635000000000005,22.55,4.959109385099466,NA,NA,-9999,5.565276790777365,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,17,139.4869,35.8725,9.83,0,68.185,0,3.865523987583485,NA,NA,-9999,5.124621670351679,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,18,139.4869,35.8725,8.61,0,72.43,0,3.0875639855172325,NA,NA,-9999,4.735797448187795,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,19,139.4869,35.8725,7.505,0,77.60499999999999,0,2.3245024944420605,NA,NA,-9999,4.394946453790585,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,20,139.4869,35.8725,7.04,0,79.71000000000001,0,2.0384039523413677,NA,NA,-9999,4.254815839010315,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,21,139.4869,35.8725,6.105,0,83.24000000000001,0,1.5906032701089887,NA,NA,-9999,3.98168952831534,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,22,139.4869,35.8725,4.965,0,88.66499999999999,0,0.9867945968183962,NA,NA,-9999,3.656883791142805,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,1,23,139.4869,35.8725,4.3149999999999995,0,91.67500000000001,0,0.6920618057589745,NA,NA,-9999,3.4783665297473,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,0,139.4869,35.8725,4.425,0,90.86500000000001,0,0.7652846096092341,NA,NA,-9999,3.5082188582154696,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,1,139.4869,35.8725,4.67,0,90.82,0,0.7818635833910479,NA,NA,-9999,3.5752219739223,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,2,139.4869,35.8725,4.48,0,91.11500000000001,0,0.7469914720773123,NA,NA,-9999,3.52322177918631,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,3,139.4869,35.8725,4.78,0,89.325,0,0.914853209443589,NA,NA,-9999,3.60567993261342,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,4,139.4869,35.8725,4.35,0,88.03999999999999,0,0.9965475791099223,NA,NA,-9999,3.48783475992746,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,5,139.4869,35.8725,5.15,0,83.675,0,1.4418815718579752,NA,NA,-9999,3.708742073575705,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,6,139.4869,35.8725,5.795,0,80.55,1.15,1.791974277462287,NA,NA,-9999,3.890762254421765,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,7,139.4869,35.8725,5.4399999999999995,0,82.275,52.25,1.5931532901068448,NA,NA,-9999,3.7898080036180497,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,8,139.4869,35.8725,6.71,0,78.47,184.1,2.118300971057334,NA,NA,-9999,4.157686197659295,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,9,139.4869,35.8725,8.76,0,72.44,325.75,3.1187264840306943,NA,NA,-9999,4.783325712959035,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,10,139.4869,35.8725,11.195,0,65.625,481.90000000000003,4.5820464041713045,NA,NA,-9999,5.57676484994244,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,11,139.4869,35.8725,12.375,0,62.135,484.6,5.447313667546586,NA,NA,-9999,5.9779291677361694,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,12,139.4869,35.8725,13.42,0,44.42,281.65,8.549496003839781,NA,NA,-9999,6.34388165430158,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,13,139.4869,35.8725,13.605,0,31.93,142.3,10.622770807573815,NA,NA,-9999,6.40982608175036,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,14,139.4869,35.8725,13.59,0,14.08,290.55,13.365734287874599,NA,NA,-9999,6.404345253644875,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,15,139.4869,35.8725,12.46,0,16.325,148.65,12.093495054282686,NA,NA,-9999,6.007790158251555,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,16,139.4869,35.8725,10.735,0,16.895,22.45,10.716144563613465,NA,NA,-9999,5.42209676223335,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,17,139.4869,35.8725,9.204999999999998,0,19.17,0,9.40687218647463,NA,NA,-9999,4.92353253062936,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,18,139.4869,35.8725,7.85,0,22.725,0,8.20006859304043,NA,NA,-9999,4.499637120541349,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,19,139.4869,35.8725,7.27,0,24.490000000000002,0,7.701989515148867,NA,NA,-9999,4.323741037216285,-9999,35.8725_139.4869
JP-Kwg,Cfa,1997,2,20,139.4869,35.8725,6.115,0,27.255000000000003,0,6.860864697231122,NA,NA,-9999,3.98419324003246,-9999,35.8725_139.4869
