ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds,nee_vut_ref,reco_nt_vut_ref,gpp_nt_vut_ref,lat_lon
JP-Toc,Dfb,2010,1,0,141.565898,42.709727,-2.2868341385706827,0.0382184278991392,71.64408978507728,0,1.4002380709695101,NA,NA,-9999,2.20163108965679,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,1,141.565898,42.709727,-2.5252282743907397,0.0332136337694896,72.64974679064326,0,1.3220291025004265,NA,NA,-9999,2.1653674746878098,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,2,141.565898,42.709727,-2.599700438983742,0.028663820924354,72.54442622907891,0,1.318394795535184,NA,NA,-9999,2.1540921000466797,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,3,141.565898,42.709727,-2.9233839253153464,0.0454981284513567,72.93487028457511,0,1.262876642890915,NA,NA,-9999,2.10531709160559,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,4,141.565898,42.709727,-3.3756255058326348,0.0350335589075454,73.9875612205487,0,1.1650678612760559,NA,NA,-9999,2.037763057257025,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,5,141.565898,42.709727,-3.3435899936892715,0.0254789519327601,73.12543844680275,0,1.208543954257279,NA,NA,-9999,2.0425802310987597,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,6,141.565898,42.709727,-2.8780349535799443,0.0200191765185965,69.3909647107444,6.349782894571056,1.4337833485242275,NA,NA,-9999,2.11211032085187,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,7,141.565898,42.709727,-3.151567990458454,0.0191092139495705,70.26478994021133,47.58149960623888,1.358934178258111,NA,NA,-9999,2.0711166711501248,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,8,141.565898,42.709727,-3.2178027846505017,0.0196317141481494,70.71843432696352,133.29666001694636,1.3302159190790646,NA,NA,-9999,2.06123474148683,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,9,141.565898,42.709727,-3.1843500599479744,0.0168271835555574,68.37886227582186,209.08915105336206,1.4409564431812145,NA,NA,-9999,2.066224671140255,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,10,141.565898,42.709727,-3.096590963975068,0.0158923400246922,65.3362406963053,279.0872384781768,1.5919874583366151,NA,NA,-9999,2.07932988826293,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,11,141.565898,42.709727,-3.040981239794241,0.0229036665061749,64.86918572801952,317.57984232429396,1.6216041763142015,NA,NA,-9999,2.087654287725445,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,12,141.565898,42.709727,-2.8550362245645817,0.0383285847654354,63.76375962880046,271.3557276737925,1.7007835626705408,NA,NA,-9999,2.1155598338671497,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,13,141.565898,42.709727,-2.639114092393687,0.0481444418395102,63.00059228312371,173.67984664728664,1.7703632004611036,NA,NA,-9999,2.14813248579021,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,14,141.565898,42.709727,-2.430577626715545,0.0551557683209929,64.81322223132916,91.77996961440971,1.7153197565741871,NA,NA,-9999,2.1797371633918,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,15,141.565898,42.709727,-2.5074754484343496,0.0490792853703754,68.51818215201324,27.45363054226421,1.5242070443691498,NA,NA,-9999,2.1680603993567598,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,16,141.565898,42.709727,-2.5053031935835497,0.092549509555565,71.69490420616592,0.10150780049518429,1.3705603041422325,NA,NA,-9999,2.168393287458545,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,17,141.565898,42.709727,-2.2398536508140734,0.154249182592609,72.51333255268699,0,1.3632881589516854,NA,NA,-9999,2.2088187963076003,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,18,141.565898,42.709727,-1.823215170427987,0.277648528666697,71.69665557950341,0,1.4559663891144847,NA,NA,-9999,2.2727052024111947,-9999,42.709727_141.565898
JP-Toc,Dfb,2010,1,19,141.565898,42.709727,-1.6907076245283261,0.4379741942099254,73.07701666882002,0,1.4013664594792503,NA,NA,-9999,2.2931635446427,-9999,42.709727_141.565898
