ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds_1,swc_f_mds_2,swc_f_mds_3,swc_f_mds_4,nee_vut_ref,nee_vut_25,nee_vut_75,nee_nt_vut_ref,nee_nt_vut_25,nee_nt_vut_75,gpp_nt_vut_ref,gpp_nt_vut_25,gpp_nt_vut_75,lat_lon
US-xBL,Cfa,2019,1,0,-78.0716,39.0603,5.9675,0,99.535,0.875,0.043,4.8585,-9999,37.2025,33.354,34.841,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,1,-78.0716,39.0603,6.389,0,99.555,0.5675,0.0425,4.785,-9999,37.322,33.3595,34.8445,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,2,-78.0716,39.0603,10.6905,0,96.745,0.2625,0.4475,4.665,-9999,37.5865,33.611,34.8735,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,3,-78.0716,39.0603,13.0245,0,91.245,0,1.317,4.7885,-9999,37.584,33.66,34.89,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,4,-78.0716,39.0603,14.3685,0,79.94,0,3.355,4.9835,-9999,37.512,33.65,34.8785,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,5,-78.0716,39.0603,15.713,0,65.84,0.055,6.0995,5.4425,-9999,37.475,33.652,34.88,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,6,-78.0716,39.0603,16.166,0,56.43,0,8.0115,5.7255,-9999,37.465,33.6485,34.88,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,7,-78.0716,39.0603,16.3185,0,52.18,4.1025,8.878,5.9775,-9999,37.465,33.65,34.87,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,8,-78.0716,39.0603,15.5515,0,51.175,39.25,8.631,6.2195,-9999,36.898,33.655,34.86,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,9,-78.0716,39.0603,15.1645,0,53.58,104.3125,8.003,6.4875,-9999,36.27,33.66,34.865,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,10,-78.0716,39.0603,14.282,0,56.965,177.625,7.0125,6.9125,-9999,36.6015,33.635,34.845,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,11,-78.0716,39.0603,13.409,0,57.15,169.92,6.593,7.339,-9999,36.2505,33.605,34.87,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,12,-78.0716,39.0603,13.3255,0,56.53,392.02,6.657,7.9125,-9999,36.122,33.53,34.9,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,13,-78.0716,39.0603,12.4965,0,59.13,364.7325,5.9255,8.6545,-9999,36.142,33.36,34.89,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,14,-78.0716,39.0603,11.537,0,59.555,237.4025,5.503,8.986,-9999,36.107,33.42,34.87,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,15,-78.0716,39.0603,10.1695,0,63.31,102.9525,4.5595,8.832,-9999,36.1495,33.345,34.84,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,16,-78.0716,39.0603,9.484,0,64.51,31.8375,4.212,8.49,-9999,37.2675,33.34,34.85,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,17,-78.0716,39.0603,8.651,0,65.905,0.0325,3.825,8.0195,-9999,37.465,33.385,34.86,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,18,-78.0716,39.0603,7.779,0,68.6,0,3.321,7.462,-9999,37.465,33.42,34.865,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,19,-78.0716,39.0603,7.665,0,68.265,0.1575,3.3295,7.079,-9999,37.465,33.365,34.855,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,20,-78.0716,39.0603,7.517,0,68.415,0.355,3.28,6.9135,-9999,37.465,33.36,34.825,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,21,-78.0716,39.0603,7.079,0,69.24,0.2925,3.0995,6.788,-9999,37.465,33.395,34.805,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,22,-78.0716,39.0603,6.5785,0,70.07,0.1275,2.914,6.612,-9999,37.465,33.315,34.828,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,1,23,-78.0716,39.0603,6.2235,0,71.39,0.3125,2.7185,6.4315,-9999,37.26,33.39,34.86,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,0,-78.0716,39.0603,5.6205,0,76.625,0.305,2.13,6.2815,-9999,37.436,33.39,34.805,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,1,-78.0716,39.0603,5.149,0,77.535,0.0625,1.981,6.005,-9999,37.512,33.425,34.82,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,2,-78.0716,39.0603,4.693,0,79.605,0.5425,1.742,5.7545,-9999,37.513,33.41,34.83,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,3,-78.0716,39.0603,4.5035,0,81.82,0.5075,1.532,5.6465,-9999,37.513,33.375,34.795,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,4,-78.0716,39.0603,4.2985,0,84.28,0.6025,1.3065,5.54,-9999,37.465,33.375,34.805,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,5,-78.0716,39.0603,3.793,0,88.22,0.41,0.947,5.4315,-9999,37.465,33.38,34.79,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,6,-78.0716,39.0603,3.8425,0,87.645,0.59,0.9945,5.343,-9999,37.465,33.305,34.785,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,7,-78.0716,39.0603,4.0085,0,86.94,3.7125,1.0645,5.299,-9999,37.465,33.3045,34.785,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,8,-78.0716,39.0603,4.777,0,82.805,34.245,1.478,5.318,-9999,37.5625,33.3475,34.79,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,9,-78.0716,39.0603,5.6155,0,80.425,45.165,1.784,5.4825,-9999,37.41,33.34,34.795,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,10,-78.0716,39.0603,6.639,0,72.08,81.3275,2.732,5.708,-9999,36.2225,33.3005,34.83,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,11,-78.0716,39.0603,6.87,0,68.4,104.365,3.1385,5.967,-9999,36.1625,33.298,34.845,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,12,-78.0716,39.0603,6.937,0,67.945,119.7575,3.199,6.2195,-9999,36.048,33.3115,34.855,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,13,-78.0716,39.0603,6.8245,0,67.025,91.8625,3.265,6.4175,-9999,36.048,33.308,34.8605,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,14,-78.0716,39.0603,6.6825,0,67.245,53.845,3.212,6.438,-9999,36.533,33.3315,34.8535,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,15,-78.0716,39.0603,6.4865,0,69.16,27.995,2.983,6.3925,-9999,37.636,33.3605,34.8605,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,16,-78.0716,39.0603,6.347,0,69.93,8.775,2.8815,6.283,-9999,37.465,33.3535,34.87,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,17,-78.0716,39.0603,6.2405,0,71.055,0.66,2.753,6.1495,-9999,37.055,33.316,34.855,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,18,-78.0716,39.0603,6.3205,0,70.64,0.4875,2.808,6.032,-9999,37.26,33.3535,34.865,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,19,-78.0716,39.0603,6.518,0,69.845,0.5,2.9235,5.9565,-9999,37.465,33.3565,34.83,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,20,-78.0716,39.0603,6.6115,0,69.86,0.2375,2.941,5.8885,-9999,37.465,33.356,34.815,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,21,-78.0716,39.0603,6.561,0,71.025,0.27,2.8175,5.797,-9999,37.465,33.356,34.83,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,22,-78.0716,39.0603,6.4485,0,72.545,0.2125,2.649,5.73,-9999,37.465,33.3565,34.83,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,2,23,-78.0716,39.0603,6.14,0,75.005,0.165,2.3615,5.643,-9999,37.26,33.28,34.83,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,0,-78.0716,39.0603,5.7455,0,77.775,0.1525,2.043,5.5475,-9999,37.425,33.285,34.85,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,1,-78.0716,39.0603,5.351,0,80.05,0.285,1.786,5.437,-9999,37.483,33.29,34.825,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,2,-78.0716,39.0603,4.7405,0,83.67,0.3675,1.3995,5.328,-9999,37.513,33.305,34.83,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,3,-78.0716,39.0603,4.7835,0,83.785,0.3575,1.3935,5.251,-9999,37.513,33.3,34.83,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,4,-78.0716,39.0603,4.232,0,85.82,0.2025,1.181,5.095,-9999,37.489,33.305,34.86,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,5,-78.0716,39.0603,3.807,0,88.385,0.1975,0.932,4.925,-9999,37.465,33.31,34.845,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,6,-78.0716,39.0603,3.542,0,90.175,0.4325,0.774,4.826,-9999,37.465,33.295,34.86,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,7,-78.0716,39.0603,5.156,0,82.505,3.23,1.576,4.767,-9999,37.26,33.33,34.85,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,8,-78.0716,39.0603,7.422,0,67.67,45.09,3.3365,4.796,-9999,36.844,33.31,34.825,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,9,-78.0716,39.0603,8.0105,0,59.69,110.69,4.332,5.0445,-9999,36.1085,33.31,34.835,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,10,-78.0716,39.0603,8.101,0,56.025,145.105,4.751,5.4755,-9999,36.2225,33.311,34.83,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,11,-78.0716,39.0603,7.724,0,55.175,229.785,4.7205,5.914,-9999,36.1625,33.32,34.825,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,12,-78.0716,39.0603,7.7685,0,54.065,250.16,4.8525,6.396,-9999,36.048,33.315,34.825,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,13,-78.0716,39.0603,7.837,0,52.095,204.745,5.0835,6.742,-9999,36.0965,33.33,34.86,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,14,-78.0716,39.0603,7.7875,0,51.26,184.6,5.155,6.9315,-9999,36.107,33.345,34.86,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,15,-78.0716,39.0603,7.6125,0,51.365,118.8925,5.0835,6.9895,-9999,36.1495,33.41,34.865,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,16,-78.0716,39.0603,6.6565,0,55.74,35.7875,4.3445,6.7815,-9999,37.0625,33.39,34.88,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,17,-78.0716,39.0603,4.821,0,63.405,0,3.1595,6.1195,-9999,37.491,33.315,34.865,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,18,-78.0716,39.0603,3.8415,0,66.625,0,2.6855,5.41,-9999,37.465,33.295,34.865,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,19,-78.0716,39.0603,2.8875,0,70.8,0,2.1975,4.8565,-9999,37.465,33.29,34.885,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,20,-78.0716,39.0603,1.473,0,77.415,0,1.5525,4.406,-9999,37.489,33.285,34.862,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,21,-78.0716,39.0603,1.0955,0,78.99,0,1.391,4.0145,-9999,37.4755,33.28,34.8785,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,22,-78.0716,39.0603,1.499,0,75.19,0,1.6895,3.727,-9999,37.465,33.2895,34.8545,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,3,23,-78.0716,39.0603,0.062,0,82.085,0,1.1045,3.448,-9999,37.2085,33.278,34.8955,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,0,-78.0716,39.0603,-1.0985,0,89.06,0,0.617,3.162,-9999,37.115,33.283,34.898,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,1,-78.0716,39.0603,-1.34,0,92.09,0,0.438,2.896,-9999,37.115,33.27,34.898,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,2,-78.0716,39.0603,-1.8755,0,93.97,0,0.3215,2.664,-9999,37.115,33.273,34.905,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,3,-78.0716,39.0603,-1.409,0,93.39,0,0.3645,2.4595,-9999,37.115,33.28,34.898,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,4,-78.0716,39.0603,-1.8445,0,95.585,0,0.2355,2.2925,-9999,37.115,33.285,34.9,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,5,-78.0716,39.0603,-1.6175,0,95.15,0,0.263,2.1455,-9999,37.115,33.295,34.898,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,6,-78.0716,39.0603,-1.7265,0,95.055,0,0.267,2.0295,-9999,37.115,33.33,34.904,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,7,-78.0716,39.0603,-1.6305,0,94.98,3.99,0.272,1.944,-9999,37.115,33.345,34.898,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,8,-78.0716,39.0603,-1.356,0,95.155,48.215,0.268,1.9615,-9999,36.615,33.32,35.008,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,9,-78.0716,39.0603,0.016,0,92.72,119.4675,0.4465,2.1655,-9999,36.27,33.4,34.9825,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,10,-78.0716,39.0603,2.0175,0,87.84,178.655,0.87,2.575,-9999,36.34,33.44,34.973,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,11,-78.0716,39.0603,3.719,0.0005,83.825,158.69,1.29,3.191,-9999,36.2505,33.325,34.9165,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,12,-78.0716,39.0603,4.5345,0,82.955,118.2275,1.4395,3.747,-9999,36.122,33.305,34.875,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,13,-78.0716,39.0603,5.484,0,79.61,101.07,1.841,4.1955,-9999,36.142,33.34,34.8565,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,14,-78.0716,39.0603,6.195,0.019,77.215,82.3125,2.161,4.5125,-9999,36.107,33.36,34.853,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,15,-78.0716,39.0603,6.4615,0.0885,78.215,27.7975,2.104,4.735,-9999,37.4195,33.345,34.89,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,16,-78.0716,39.0603,6.1775,0.1125,79.76,6.965,1.9175,4.789,-9999,37.2185,33.375,34.89,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,17,-78.0716,39.0603,6.0025,0.083,84.635,1.05,1.4375,4.791,-9999,37.055,33.52,34.841,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,18,-78.0716,39.0603,6.216,0.032,87.225,0.865,1.2145,4.8215,-9999,37.2185,33.545,34.8605,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,19,-78.0716,39.0603,6.0695,0.0165,87.08,0.7875,1.2145,4.869,-9999,37.055,33.45,34.8615,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,20,-78.0716,39.0603,5.771,0.0065,92.04,0.77,0.733,4.9055,-9999,37.388,33.415,34.86,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,21,-78.0716,39.0603,5.726,0,94.85,0.925,0.4725,4.95,-9999,37.388,33.4,34.84,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,22,-78.0716,39.0603,5.377,0.496,98.495,0.6825,0.135,4.9945,-9999,37.517,33.37,34.84,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,4,23,-78.0716,39.0603,5.541,3.2225,99.29,0.8175,0.0645,5.046,-9999,37.484,33.425,34.865,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,0,-78.0716,39.0603,5.5545,1.983,-9999,0.82,2.364,5.139,-9999,37.382,33.43,34.89,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,1,-78.0716,39.0603,5.3895,2.231,-4949.68,0.7425,1.196,5.208,-9999,37.4495,33.35,34.8755,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,2,-78.0716,39.0603,5.2435,0.248,-9999,0.8425,2.35,5.2505,-9999,37.382,33.37,34.851,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,3,-78.0716,39.0603,4.97,0.248,-9999,0.765,2.341,5.2635,-9999,37.382,33.325,34.851,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,4,-78.0716,39.0603,4.8175,0.248,-9999,0.7375,2.332,5.2625,-9999,37.382,33.3225,34.851,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,5,-78.0716,39.0603,4.6625,0,-9999,0.825,2.3225,5.2565,-9999,37.382,33.345,34.8605,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,6,-78.0716,39.0603,4.6775,0.248,-9999,0.6425,2.314,5.2495,-9999,37.382,33.345,34.85,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,7,-78.0716,39.0603,4.7845,0,-4949.74,1.61,1.1745,5.25,-9999,37.4475,33.285,34.85,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,8,-78.0716,39.0603,4.935,0,99.07,42.61,0.081,5.2755,-9999,36.7825,33.295,34.865,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,9,-78.0716,39.0603,5.818,0,96.05,125.495,0.365,5.5645,-9999,36.1085,33.31,34.8555,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,10,-78.0716,39.0603,6.337,0,95.8,54.4725,0.402,5.909,-9999,36.8505,33.28,34.846,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,11,-78.0716,39.0603,6.8165,0.496,95.325,48.935,0.4635,6.0595,-9999,36.8175,33.27,34.8475,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,12,-78.0716,39.0603,7.187,1.9835,91.905,51.8225,0.8215,6.1795,-9999,36.7605,33.25,34.863,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,13,-78.0716,39.0603,8.96,0,79.71,377.0125,2.393,6.5475,-9999,36.048,33.2785,34.8765,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,14,-78.0716,39.0603,11.015,0,56.42,361.3675,5.7325,7.364,-9999,35.988,33.285,34.8765,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,15,-78.0716,39.0603,11.404,0,52.365,214.98,6.425,7.52,-9999,36.073,33.26,34.87,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,16,-78.0716,39.0603,10.8,0,54.725,61.16,5.87,7.1595,-9999,37.272,33.3325,34.869,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,17,-78.0716,39.0603,9.664,0,58.72,0.68,4.9595,6.554,-9999,37.382,33.313,34.88,,,,,,,,,,39.0603_-78.0716
US-xBL,Cfa,2019,5,18,-78.0716,39.0603,8.797,0,61.64,0,4.35,5.972,-9999,37.382,33.3075,34.865,,,,,,,,,,39.0603_-78.0716
