ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds_1,swc_f_mds_2,swc_f_mds_3,swc_f_mds_4,nee_vut_ref,nee_vut_25,nee_vut_75,reco_nt_vut_ref,reco_nt_vut_25,reco_nt_vut_75,gpp_nt_vut_ref,gpp_nt_vut_25,gpp_nt_vut_75,lat_lon
US-xST,Dfb,2019,1,0,-89.5864,45.5089,-10.08,0,73.34,0.3825,0.7575000000000001,0.16749999999999998,20.25,16.225,0.2485,14.045,0.24464950000000002,0.2370565,0.24464950000000002,0.3732605,0.3416165,0.368733,0.1243245,0.10456015,0.1264462,45.5089_-89.5864
US-xST,Dfb,2019,1,1,-89.5864,45.5089,-10.7725,0,74.14,0.44999999999999996,0.695,0.14550000000000002,20.165,16.089,0.25,13.96,0.22927599999999998,0.199415,0.22927599999999998,0.3659705,0.3345085,0.36129100000000003,0.1321755,0.113789,0.1607015,45.5089_-89.5864
US-xST,Dfb,2019,1,2,-89.5864,45.5089,-11.0275,0,73.27000000000001,0.845,0.704,0.1225,20.08,15.935,0.25,13.879999999999999,0.183002,0.153141,0.183002,0.363247,0.331855,0.358537,0.17564049999999998,0.1571713,0.2041465,45.5089_-89.5864
US-xST,Dfb,2019,1,3,-89.5864,45.5089,-11.264,0,73.44999999999999,0.515,0.6859999999999999,0.101,19.575,15.8885,0.25,13.805,0.250552,0.19083,0.250552,0.3607025,0.3293775,0.3559645,0.10546749999999999,0.0895116,0.162532,45.5089_-89.5864
US-xST,Dfb,2019,1,4,-89.5864,45.5089,-11.876000000000001,0,74.975,0.2325,0.616,0.08049999999999999,19.895000000000003,15.835,0.25,13.653500000000001,0.2090595,0.2090595,0.2090595,0.354039,0.3228955,0.34915700000000005,0.1400945,0.11383575000000001,0.14009749999999999,45.5089_-89.5864
US-xST,Dfb,2019,1,5,-89.5864,45.5089,-12.1745,0,75.55000000000001,0.3825,0.587,0.058499999999999996,19.795,15.735,0.25,13.547,0.07603185,0.07603185,0.07603185,0.3507565,0.3197045,0.345774,0.269742,0.24367250000000001,0.269742,45.5089_-89.5864
US-xST,Dfb,2019,1,6,-89.5864,45.5089,-12.3565,0,76.475,0.07,0.5565,0.035,19.705,15.85,0.25,13.675,0.09794935,0.09794935,0.09794935,0.34873750000000003,0.31774250000000004,0.343696,0.2457465,0.21979349999999998,0.2457465,45.5089_-89.5864
US-xST,Dfb,2019,1,7,-89.5864,45.5089,-12.443999999999999,0,76.33500000000001,4.405,0.556,0.011000000000000001,19.604999999999997,15.8,0.25,13.565999999999999,0.249578,0.249578,0.249578,0.34776399999999996,0.316797,0.34269400000000005,0.09311620000000001,0.07137375,0.09311620000000001,45.5089_-89.5864
US-xST,Dfb,2019,1,8,-89.5864,45.5089,-12.3045,0,75.72,57.370000000000005,0.577,-0.011,19.505000000000003,15.76,0.2445,12.631499999999999,0.403139,0.403139,0.403139,0.34931449999999997,0.31830349999999996,0.34429,-0.058848834999999995,-0.0762173,-0.058681300000000006,45.5089_-89.5864
US-xST,Dfb,2019,1,9,-89.5864,45.5089,-12.088000000000001,0,72.995,142.7875,0.6535,-0.0285,19.415,15.695,0.2405,12.4925,0.24474,0.24474,0.24474,0.351712,0.3206325,0.346758,0.10201785,0.07589270000000001,0.10201785,45.5089_-89.5864
US-xST,Dfb,2019,1,10,-89.5864,45.5089,-11.53,0,70.005,237.39,0.7595000000000001,-0.0445,19.32,15.79,0.241,12.453,0.6623334999999999,0.256683,0.6623334999999999,0.357811,0.32656399999999997,0.35301000000000005,-0.309293,-0.319794,0.09424135,45.5089_-89.5864
US-xST,Dfb,2019,1,11,-89.5864,45.5089,-10.7225,0,66,300.83500000000004,0.9179999999999999,-0.056499999999999995,18.575000000000003,15.61,0.24,12.4305,0.2717805,0.1399385,0.2717805,0.3665,0.335024,0.3618265,0.0902171,-0.006503100000000005,0.2201705,45.5089_-89.5864
US-xST,Dfb,2019,1,12,-89.5864,45.5089,-10.1605,0,60.400000000000006,311.27,1.1185,-0.0595,18.665,15.835,0.24,13.342500000000001,0.29342199999999996,0.027954499999999993,0.5991765,0.37242149999999996,0.340798,0.3678695,0.07468600000000003,-0.23672159999999998,0.33715785,45.5089_-89.5864
US-xST,Dfb,2019,1,13,-89.5864,45.5089,-9.1975,0,55.480000000000004,321.2425,1.3565,-0.0535,18.325499999999998,15.85,0.24,13.4225,0.278945,0.2725315,0.31931600000000004,0.382371,0.350512,0.3782045,0.0994385,0.02945375,0.09888245,45.5089_-89.5864
US-xST,Dfb,2019,1,14,-89.5864,45.5089,-8.6665,0,52.894999999999996,137.83,1.496,-0.0435,19.500999999999998,15.79,0.2405,13.405000000000001,0.5711245,0.5711245,0.5711245,0.38774149999999996,0.3557625,0.383954,-0.18718990000000002,-0.2153622,-0.18717065,45.5089_-89.5864
US-xST,Dfb,2019,1,15,-89.5864,45.5089,-8.440999999999999,0,51.935,77.8975,1.5535,-0.0345,19.4495,15.725000000000001,0.24,13.1585,0.6018555,0.6018555,0.6018555,0.3900015,0.357973,0.3863815,-0.21558349999999998,-0.2438825,-0.215474,45.5089_-89.5864
US-xST,Dfb,2019,1,16,-89.5864,45.5089,-8.8385,0,54.754999999999995,7.07,1.4180000000000001,-0.033,19.055,15.645,0.244,13.433,0.400076,0.400076,0.400076,0.3860095,0.35406899999999997,0.3820835,-0.017931505,-0.0460072,-0.01799274,45.5089_-89.5864
US-xST,Dfb,2019,1,17,-89.5864,45.5089,-9.273499999999999,0,57.17,0.2025,1.2965,-0.041999999999999996,19.996000000000002,15.719999999999999,0.2465,13.5515,0.43522099999999997,0.43522099999999997,0.43522099999999997,0.38159849999999995,0.349757,0.3773745,-0.057636049999999994,-0.08546409999999999,-0.0578462,45.5089_-89.5864
US-xST,Dfb,2019,1,18,-89.5864,45.5089,-9.373000000000001,0,57.315,0.625,1.282,-0.054,20.137999999999998,15.774999999999999,0.2465,13.541,0.47213150000000004,0.471021,0.47213150000000004,0.38058000000000003,0.348762,0.3763185,-0.09559875,-0.122259,-0.09481329999999999,45.5089_-89.5864
US-xST,Dfb,2019,1,19,-89.5864,45.5089,-10.2805,0,64.94,0,0.98,-0.0635,19.7185,15.78,0.2495,13.373000000000001,0.331572,0.299505,0.331572,0.37116899999999997,0.33957550000000003,0.3665755,0.03524275,0.02580681,0.0400708,45.5089_-89.5864
US-xST,Dfb,2019,1,20,-89.5864,45.5089,-10.827,0,67.11,0,0.88,-0.076,19.4245,15.805,0.2495,13.4345,0.3209785,0.28422400000000003,0.3209785,0.365385,0.3339375,0.360699,0.03986895,0.030069,0.04971365,45.5089_-89.5864
US-xST,Dfb,2019,1,21,-89.5864,45.5089,-11.72,0,69.99000000000001,0,0.748,-0.0955,18.740000000000002,15.735,0.25,13.3125,0.312316,0.2750085,0.312316,0.35574700000000004,0.3245555,0.3509115,0.03859715,0.02114793,0.0501173,45.5089_-89.5864
US-xST,Dfb,2019,1,22,-89.5864,45.5089,-12.5235,0,75.32,0,0.5760000000000001,-0.1185,18.625,15.745000000000001,0.25,13.339,0.30439249999999995,0.266916,0.30439249999999995,0.3468755,0.3159345,0.3417795,0.03738695,0.01878985,0.04901835,45.5089_-89.5864
US-xST,Dfb,2019,1,23,-89.5864,45.5089,-12.972,0,79.28999999999999,0,0.46599999999999997,-0.14500000000000002,18.5,15.695,0.25,13.318000000000001,0.281301,0.22783199999999998,0.281301,0.3418345,0.31104299999999996,0.336595,0.0552937,0.0333431,0.08627119999999999,45.5089_-89.5864
US-xST,Dfb,2019,2,0,-89.5864,45.5089,-13.292000000000002,0,83.28999999999999,0,0.3665,-0.173,18.36,15.725000000000001,0.2495,13.416,0.257581,0.1834885,0.257581,0.33820150000000004,0.307519,0.3328595,0.07527825,0.0496004,0.134465,45.5089_-89.5864
US-xST,Dfb,2019,2,1,-89.5864,45.5089,-13.553,0,84.825,0,0.3255,-0.2025,18.22,15.732,0.2445,13.347999999999999,0.28632,0.22558699999999998,0.28632,0.33521,0.30462100000000003,0.3297855,0.043465649999999995,-0.026884500000000002,0.0805703,45.5089_-89.5864
US-xST,Dfb,2019,2,2,-89.5864,45.5089,-13.9155,0,85.75999999999999,0.0975,0.297,-0.23099999999999998,18.075,15.8,0.249,13.067499999999999,0.303238,0.252909,0.303238,0.33102750000000003,0.3005705,0.3254895,0.0222517,2.2420000000000014e-4,0.0476617,45.5089_-89.5864
US-xST,Dfb,2019,2,3,-89.5864,45.5089,-13.4085,0,85.11,0.9575,0.3235,-0.2525,17.950000000000003,15.735,0.249,13.1095,0.3227495,0.286611,0.3227495,0.336862,0.306222,0.3314835,0.00873409,-0.010282969999999999,0.01961125,45.5089_-89.5864
