ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds,nee_vut_ref,nee_nt_vut_ref,gpp_nt_vut_ref,lat_lon
JP-Tdf,Cfa,2002,1,0,137.185778,35.035889,1.5961214757725468,0,72.28328176946826,0,1.9398595772554392,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,1,137.185778,35.035889,1.327761294243976,0,70.50938548383559,0,2.0268807280544565,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,2,137.185778,35.035889,1.2265236209727055,0,69.44521177208645,0,2.085771175050183,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,3,137.185778,35.035889,0.9746346481906425,0,70.02120744264488,0,2.0119008941099397,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,4,137.185778,35.035889,0.6415948420720787,0,69.9559879903454,0,1.971121449304671,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,5,137.185778,35.035889,1.1963933610705444,0,69.24010181084822,0,2.101715727398828,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,6,137.185778,35.035889,2.5976513149203817,0,66.21720769152755,8.092180895174206,2.5305909147680303,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,7,137.185778,35.035889,2.5491939858957844,0,66.03005070545524,54.76368274919221,2.537368347860417,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,8,137.185778,35.035889,3.1742379811175043,0,61.52338324621769,146.14796347034792,2.9981434035606522,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,9,137.185778,35.035889,4.375451296054584,0,54.78309217205644,248.73867788231678,3.843914341882774,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,10,137.185778,35.035889,7.055017645144692,0,50.07755344410735,355.68888984223236,5.05149014490598,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,11,137.185778,35.035889,7.795841352231374,0,47.616325819725034,404.0415862033527,5.566806136263272,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,12,137.185778,35.035889,8.389241553405327,0,48.94665206104419,388.1839138726966,5.645162149877358,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,13,137.185778,35.035889,9.437266197393985,0,52.881240466378536,332.11826031136275,5.585037496341682,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,14,137.185778,35.035889,9.58221891829141,0,56.681101106049724,195.77497449932963,5.185268196590557,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,15,137.185778,35.035889,8.828629488625701,0.0272002153284718,64.9113974314415,57.83460352790446,4.011871521897211,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,16,137.185778,35.035889,6.884945276591696,0.0037333628882217,72.46219151200825,13.807870118208132,2.754545836030791,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,17,137.185778,35.035889,5.75167854957528,0,75.19378861222889,0,2.3039956651490026,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,18,137.185778,35.035889,3.570387178570167,0,72.80646559790677,0,2.1755215089288327,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,19,137.185778,35.035889,3.9628301984999146,0,72.90808313907256,0,2.225395295025887,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,20,137.185778,35.035889,4.279502477960551,5.333375554597e-4,73.61851681703419,0,2.2139558092030054,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,21,137.185778,35.035889,4.311622683159399,0.0010666751109229,73.77879518568469,0,2.2059174979498652,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,22,137.185778,35.035889,3.8726465454415617,0.0016000126663827,75.29301082388443,0,2.017101712888382,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,1,23,137.185778,35.035889,4.043954306502181,0.0010666751109229,76.6889076383925,0,1.925361815511935,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,2,0,137.185778,35.035889,3.908061130660814,0.0016000126663827,76.59808129961661,0,1.9150087755499996,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,2,1,137.185778,35.035889,3.511500135705588,0.0021333502218424,74.45930217101028,0,2.0349994312693505,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,2,2,137.185778,35.035889,3.475673752983785,0.0026666877773022,73.33972979731044,0,2.1190704227979116,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,2,3,137.185778,35.035889,3.2804817367752737,0.0016000126663827,73.01728088564698,0,2.116777995676131,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
JP-Tdf,Cfa,2002,2,4,137.185778,35.035889,2.934160037131079,0.003200025332762,72.27225323436156,0,2.124758118224253,-9999,NA,-9999,-9999,-9999,35.035889_137.185778
