ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds,nee_vut_ref,reco_nt_vut_ref,gpp_nt_vut_ref,lat_lon
JP-Tom,Dfb,2003,3,5,141.571488,42.698906,-12.77,0,88,0,0.2424740193643511,NA,NA,0.528257966824287,0.0308650039229541,-0.497392962901333,42.698906_141.571488
JP-Tom,Dfb,2003,3,6,141.571488,42.698906,-12.78,0,88,0,0.2422536260294909,NA,NA,0.528257966824287,0.0308067516043997,-0.497451215219887,42.698906_141.571488
JP-Tom,Dfb,2003,3,7,141.571488,42.698906,-12.73,0,87,0,0.263637209854292,NA,NA,0.563906564475726,0.0310987638172774,-0.532807800658449,42.698906_141.571488
JP-Tom,Dfb,2003,3,8,141.571488,42.698906,-12.51,0,87,17.7,0.2689579698060274,NA,NA,0.563906564475726,0.0324060155101508,-0.531500548965576,42.698906_141.571488
JP-Tom,Dfb,2003,3,9,141.571488,42.698906,-11.46,0,87,94.4,0.2957288601296588,NA,NA,-0.23531383857979749,0.0391595436598122,0.2744733822396105,42.698906_141.571488
JP-Tom,Dfb,2003,3,10,141.571488,42.698906,-7.06,0,78,249,0.7386144943499002,NA,NA,0.39346907100859096,0.0774734453412951,-0.315995625667296,42.698906_141.571488
JP-Tom,Dfb,2003,3,11,141.571488,42.698906,-3.62,0,61,322.9,1.7589978056701074,NA,NA,-0.317335428397061,0.119668931563634,0.437004359960695,42.698906_141.571488
JP-Tom,Dfb,2003,3,12,141.571488,42.698906,-2.37,0,65,214.8,1.7539801396209924,NA,NA,0.772927404054535,0.137792016242955,-0.63513538781158,42.698906_141.571488
JP-Tom,Dfb,2003,3,13,141.571488,42.698906,-0.62,0,70,172.1,1.7394447895236782,NA,NA,0.912484246471629,0.16569070057054,-0.74679354590109,42.698906_141.571488
JP-Tom,Dfb,2003,3,14,141.571488,42.698906,-0.13,0,68,127.4,1.9320699898017084,NA,NA,0.203922058580025,0.174030138844675,-0.0298919197353497,42.698906_141.571488
JP-Tom,Dfb,2003,3,15,141.571488,42.698906,-0.01,0,69,66.5,1.8903004379093789,NA,NA,-0.620080806396417,0.176107559426533,0.79618836582295,42.698906_141.571488
JP-Tom,Dfb,2003,3,16,141.571488,42.698906,-0.12,0,73,20.1,1.6315290505011877,NA,NA,0.0720304871171052,0.1742027300575,0.102172242940394,42.698906_141.571488
JP-Tom,Dfb,2003,3,17,141.571488,42.698906,-0.14,0,76,0,1.4478578353998373,NA,NA,-0.0302700665083912,0.173857643502331,0.204127710010722,42.698906_141.571488
JP-Tom,Dfb,2003,3,18,141.571488,42.698906,-0.35,0,80,0,1.1858132170494873,NA,NA,-0.113892935191734,0.170257395821236,0.28415033101297,42.698906_141.571488
JP-Tom,Dfb,2003,3,19,141.571488,42.698906,-0.36,0,76,0,1.421800755231387,NA,NA,-0.113892935191734,0.170087010820213,0.283979946011947,42.698906_141.571488
JP-Tom,Dfb,2003,3,20,141.571488,42.698906,0.07,0,74,0,1.5949757233317523,NA,NA,-0.0302700665083912,0.177500171803478,0.207770238311869,42.698906_141.571488
JP-Tom,Dfb,2003,3,21,141.571488,42.698906,-0.22,0,83,0,1.0188190305375562,NA,NA,-0.113892935191734,0.172481132681962,0.286374067873696,42.698906_141.571488
JP-Tom,Dfb,2003,3,22,141.571488,42.698906,-0.42,0,87,0,0.7663330038629477,NA,NA,-0.113892935191734,0.169066716466362,0.282959651658096,42.698906_141.571488
JP-Tom,Dfb,2003,3,23,141.571488,42.698906,0.1,0,91,0,0.553312956701201,NA,NA,-0.0302700665083912,0.178023981753092,0.208294048261484,42.698906_141.571488
JP-Tom,Dfb,2003,4,0,141.571488,42.698906,0.45,1.3089566057711808,93,0,0.441432240757913,NA,NA,-0.262515735927116,0.184198731746902,0.446714467674018,42.698906_141.571488
JP-Tom,Dfb,2003,4,1,141.571488,42.698906,0.44,1.7379967536621987,94,0,0.3780962313399305,NA,NA,-0.122010990632237,0.184020684823999,0.306031675456236,42.698906_141.571488
JP-Tom,Dfb,2003,4,2,141.571488,42.698906,0.44,2.021058114193501,94,0,0.3780962313399305,NA,NA,-0.122010990632237,0.184020684823999,0.306031675456236,42.698906_141.571488
JP-Tom,Dfb,2003,4,3,141.571488,42.698906,0.33,1.667231413529373,95,0,0.312575784407616,NA,NA,-0.0379401084898194,0.182068476347983,0.220008584837802,42.698906_141.571488
JP-Tom,Dfb,2003,4,4,141.571488,42.698906,0.22,1.7428492341284485,95,0,0.3100889901121766,NA,NA,-0.0379401084898194,0.180127837637191,0.218067946127011,42.698906_141.571488
JP-Tom,Dfb,2003,4,5,141.571488,42.698906,0.16,1.6304334366603028,95,0,0.3087399428043902,NA,NA,-0.0302700665083912,0.179074186779443,0.209344253287835,42.698906_141.571488
JP-Tom,Dfb,2003,4,6,141.571488,42.698906,0.46,1.1601472048061523,95,0,0.3155374405511004,NA,NA,-0.262515735927116,0.184376874213421,0.446892610140537,42.698906_141.571488
JP-Tom,Dfb,2003,4,7,141.571488,42.698906,0.43,0.5418603187313505,95,0,0.3148517886246322,NA,NA,-0.122010990632237,0.183842733451056,0.305853724083293,42.698906_141.571488
JP-Tom,Dfb,2003,4,8,141.571488,42.698906,0.28,0.2195747410978528,95,10.6,0.3114432462248064,NA,NA,-0.0379401084898194,0.181184933092139,0.219125041581959,42.698906_141.571488
JP-Tom,Dfb,2003,4,9,141.571488,42.698906,0.38,0.0857271549037661,95,71.7,0.3137119618559003,NA,NA,-0.0940798179029674,0.182954410056137,0.277034227959104,42.698906_141.571488
JP-Tom,Dfb,2003,4,10,141.571488,42.698906,0.73,0.0198142952371912,95,142.2,0.3217679509274713,NA,NA,0.294687106436023,0.189222812440538,-0.105464293995485,42.698906_141.571488
JP-Tom,Dfb,2003,4,11,141.571488,42.698906,1.61,0.0060656005828137,93,325.7,0.4799708353847443,NA,NA,0.153005674616791,0.205498698995762,0.052493024378971,42.698906_141.571488
JP-Tom,Dfb,2003,4,12,141.571488,42.698906,2.82,0.0040437337218753,85,376.8,1.121376491297173,NA,NA,-1.18174807430585,0.229073280421993,1.41082135472785,42.698906_141.571488
JP-Tom,Dfb,2003,4,13,141.571488,42.698906,3.48,0.75,63,376.4,2.8985518264269574,NA,NA,-1.18174807430585,0.242509693119879,1.42425776742573,42.698906_141.571488
JP-Tom,Dfb,2003,4,14,141.571488,42.698906,3.13,0.5,56,309.6,3.3625643579945814,NA,NA,1.32425436690149,0.235333863694723,-1.08892050320677,42.698906_141.571488
JP-Tom,Dfb,2003,4,15,141.571488,42.698906,2.16,0,52,173.6,3.423499397309311,NA,NA,0.258130994882374,0.216043675979259,-0.042087318903115,42.698906_141.571488
JP-Tom,Dfb,2003,4,16,141.571488,42.698906,1.28,0.25,54,52,3.080132807162004,NA,NA,-0.0733327368324784,0.199309037883051,0.272641774715529,42.698906_141.571488
JP-Tom,Dfb,2003,4,17,141.571488,42.698906,-0.17,0,60,0,2.407132053449885,NA,NA,-0.113892935191734,0.173340732746923,0.287233667938657,42.698906_141.571488
JP-Tom,Dfb,2003,4,18,141.571488,42.698906,-1.19,0,64,0,1.9909282353536963,NA,NA,-0.472991946337392,0.156279986507105,0.629271932844497,42.698906_141.571488
JP-Tom,Dfb,2003,4,19,141.571488,42.698906,-2.13,0,67,0,1.6873532160063074,NA,NA,-0.189117985986931,0.141443650244057,0.330561636230988,42.698906_141.571488
JP-Tom,Dfb,2003,4,20,141.571488,42.698906,-3.41,0,82,0,0.826400739334145,NA,NA,-0.10976475294264926,0.122608703316998,0.2323734562596465,42.698906_141.571488
JP-Tom,Dfb,2003,4,21,141.571488,42.698906,-2.7,0,70,0,1.462313885683669,NA,NA,-0.0531970415663729,0.132861564949932,0.18605860651630501,42.698906_141.571488
JP-Tom,Dfb,2003,4,22,141.571488,42.698906,-2.84,0,55,0,2.167783971306901,NA,NA,-0.0035642299892028,0.13080151791364,0.134365747902843,42.698906_141.571488
JP-Tom,Dfb,2003,4,23,141.571488,42.698906,-3.76,0,56,0,1.9611078861004736,NA,NA,0.02479823858152845,0.117732571052946,0.0929343324714172,42.698906_141.571488
JP-Tom,Dfb,2003,5,0,141.571488,42.698906,-4.04,0,58,0,1.828006710578472,NA,NA,-0.008197154096661701,0.113916148883469,0.1221133029801305,42.698906_141.571488
JP-Tom,Dfb,2003,5,1,141.571488,42.698906,-4.17,0,58,0,1.807917853037074,NA,NA,0.00762331098724345,0.112169723874571,0.104546412887327,42.698906_141.571488
JP-Tom,Dfb,2003,5,2,141.571488,42.698906,-4.46,0,56,0,1.8478179711188372,NA,NA,0.1491626450339505,0.108331990421295,-0.040830654612655046,42.698906_141.571488
JP-Tom,Dfb,2003,5,3,141.571488,42.698906,-6.09,0,68,0,1.1685312586008023,NA,NA,0.144693294781201,0.0882453411729771,-0.0564479536082241,42.698906_141.571488
JP-Tom,Dfb,2003,5,4,141.571488,42.698906,-6.24,0,67,0,1.1895386489355766,NA,NA,0.145568855020681,0.0865224643345733,-0.0590463906861074,42.698906_141.571488
JP-Tom,Dfb,2003,5,5,141.571488,42.698906,-7.99,0,78,0,0.681034936575097,NA,NA,0.0999648001571141,0.0679574732073803,-0.0320073269497338,42.698906_141.571488
JP-Tom,Dfb,2003,5,6,141.571488,42.698906,-9.01,0,84,0,0.4528070645684261,NA,NA,0.211906752979678,0.0584150301298789,-0.153491722849799,42.698906_141.571488
JP-Tom,Dfb,2003,5,7,141.571488,42.698906,-10.66,0,89,0,0.2688516210405289,NA,NA,-0.436588488328402,0.044895021508227,0.481483509836629,42.698906_141.571488
JP-Tom,Dfb,2003,5,8,141.571488,42.698906,-10.19,0,87,16.9,0.3313480218168805,NA,NA,-0.238641047091951,0.0485105711454427,0.287151618237394,42.698906_141.571488
JP-Tom,Dfb,2003,5,9,141.571488,42.698906,-7.71,0,78,71.3,0.6979247230338292,NA,NA,0.309838322265853,0.0707398050399034,-0.23909851722595,42.698906_141.571488
JP-Tom,Dfb,2003,5,10,141.571488,42.698906,-7.45,0,77,134.7,0.7464011725270252,NA,NA,-2.15053484615645,0.0733870077235775,2.22392185388002,42.698906_141.571488
JP-Tom,Dfb,2003,5,11,141.571488,42.698906,-5.63,0,52,310.2,1.823657852173333,NA,NA,-0.204264561154163,0.093660133625429,0.297924694779592,42.698906_141.571488
JP-Tom,Dfb,2003,5,12,141.571488,42.698906,-6.22,0,47,344.6,1.913775372172019,NA,NA,-0.161402583117356,0.086750968210216,0.248153551327572,42.698906_141.571488
JP-Tom,Dfb,2003,5,13,141.571488,42.698906,-6.08,0,48,324.9,1.900502816929097,NA,NA,-0.161402583117356,0.0883609466547309,0.249763529772087,42.698906_141.571488
JP-Tom,Dfb,2003,5,14,141.571488,42.698906,-5.49,0,46,226.2,2.076453255596146,NA,NA,0.0896971595935364,0.0953475615216305,0.00565040192809435,42.698906_141.571488
JP-Tom,Dfb,2003,5,15,141.571488,42.698906,-5.45,0,51,176.9,1.8906740656430732,NA,NA,-1.11827840845902,0.09583307472788,1.2141114831869,42.698906_141.571488
JP-Tom,Dfb,2003,5,16,141.571488,42.698906,-4.92,0,51,70.6,1.9785403293400567,NA,NA,-0.0477441378588054,0.10240881750918,0.150152955367985,42.698906_141.571488
JP-Tom,Dfb,2003,5,17,141.571488,42.698906,-6.23,0,58,1.9,1.5152669801503065,NA,NA,0.145568855020681,0.0866366696513712,-0.0589321853693095,42.698906_141.571488
JP-Tom,Dfb,2003,5,18,141.571488,42.698906,-7.91,0,74,0,0.8105171111434348,NA,NA,0.0999648001571141,0.0687452018143529,-0.0312195983427613,42.698906_141.571488
JP-Tom,Dfb,2003,5,19,141.571488,42.698906,-7.59,0,87,0,0.4167559758437167,NA,NA,0.0782728366860854,0.0719539566326388,-0.0063188800534465,42.698906_141.571488
JP-Tom,Dfb,2003,5,20,141.571488,42.698906,-5.08,0,89,0,0.4381212107458356,NA,NA,0.214066961994642,0.100395680471901,-0.113671281522741,42.698906_141.571488
JP-Tom,Dfb,2003,5,21,141.571488,42.698906,-4.06,0,79,0,0.9124514775750968,NA,NA,0.0850536207453443,0.113646416929167,0.0285927961838231,42.698906_141.571488
JP-Tom,Dfb,2003,5,22,141.571488,42.698906,-3.26,0,69,0,1.441400999655758,NA,NA,0.097387925149196,0.124734447122029,0.0273465219728335,42.698906_141.571488
JP-Tom,Dfb,2003,5,23,141.571488,42.698906,-3.35,0,70,0,1.3843381131650443,NA,NA,0.097387925149196,0.123456409003798,0.026068483854602,42.698906_141.571488
JP-Tom,Dfb,2003,6,0,141.571488,42.698906,-3.26,0,67,0,1.534394612536774,NA,NA,0.097387925149196,0.124734447122029,0.0273465219728335,42.698906_141.571488
JP-Tom,Dfb,2003,6,1,141.571488,42.698906,-3.73,0,76,0,1.0724189753077715,NA,NA,0.0951504843261516,0.118145924610994,0.0229954402848428,42.698906_141.571488
JP-Tom,Dfb,2003,6,2,141.571488,42.698906,-4.01,0,83,0,0.7417955468329307,NA,NA,0.0951504843261516,0.114321463809338,0.0191709794831859,42.698906_141.571488
JP-Tom,Dfb,2003,6,3,141.571488,42.698906,-3.96,0,90,0,0.4382071015814262,NA,NA,0.0951504843261516,0.114998901122671,0.0198484167965193,42.698906_141.571488
JP-Tom,Dfb,2003,6,4,141.571488,42.698906,-3.88,0.5,91,0,0.3970736173228175,NA,NA,0.0951504843261516,0.116087774996711,0.0209372906705597,42.698906_141.571488
JP-Tom,Dfb,2003,6,5,141.571488,42.698906,-3.95,0.25,89,0,0.4824372510889625,NA,NA,0.0955216202417534,0.115134675511015,0.019613055269261548,42.698906_141.571488
JP-Tom,Dfb,2003,6,6,141.571488,42.698906,-3.79,0.25,78,0,0.9780629298909362,NA,NA,0.0987143580510526,0.11732007947461,0.018605721423557,42.698906_141.571488
JP-Tom,Dfb,2003,6,7,141.571488,42.698906,-4.09,0.25,86,0,0.6067521042195332,NA,NA,0.10105621538202395,0.113242535854375,0.0121863204723515,42.698906_141.571488
JP-Tom,Dfb,2003,6,8,141.571488,42.698906,-4.18,0.25,90,9.9,0.4300906925966923,NA,NA,0.0998999907740509,0.11203605222549,0.012136061451439,42.698906_141.571488
JP-Tom,Dfb,2003,6,9,141.571488,42.698906,-3.99,0.25,84,93.9,0.6993474765125391,NA,NA,-0.0263203626579434,0.114592151835553,0.140912514493497,42.698906_141.571488
JP-Tom,Dfb,2003,6,10,141.571488,42.698906,-2.48,0.25,73,293.4,1.3406373716227575,NA,NA,-0.0229167007256446,0.136136885588339,0.159053586313983,42.698906_141.571488
JP-Tom,Dfb,2003,6,11,141.571488,42.698906,-2.33,0.25,75,286.4,1.257053172433674,NA,NA,0.0655612743146297,0.138396770236527,0.0728354959218971,42.698906_141.571488
JP-Tom,Dfb,2003,6,12,141.571488,42.698906,-2.57,0.25,76,266.9,1.1827042462706965,NA,NA,0.0328420118023526,0.134791351505696,0.101949339703343,42.698906_141.571488
JP-Tom,Dfb,2003,6,13,141.571488,42.698906,-1.85,0,73,333.1,1.4132762775515868,NA,NA,-0.382078188224551,0.145773999893906,0.527852188118457,42.698906_141.571488
JP-Tom,Dfb,2003,6,14,141.571488,42.698906,-1.87,0,70,299.5,1.5676848416713716,NA,NA,-0.0229167007256446,0.14546218507248,0.168378885798124,42.698906_141.571488
JP-Tom,Dfb,2003,6,15,141.571488,42.698906,-2.31,0,75,173.8,1.259163101417176,NA,NA,0.319308349961698,0.138699724942294,-0.180608625019404,42.698906_141.571488
JP-Tom,Dfb,2003,6,16,141.571488,42.698906,-3.18,0,74,28.6,1.2171100907665964,NA,NA,0.333145329612918,0.125877010871731,-0.207268318741187,42.698906_141.571488
JP-Tom,Dfb,2003,6,17,141.571488,42.698906,-4,0,73,1.5,1.179146980549294,NA,NA,0.0989637132494549,0.114456760010381,0.0154930467609262,42.698906_141.571488
JP-Tom,Dfb,2003,6,18,141.571488,42.698906,-5.67,0,82,0,0.6815227734773681,NA,NA,0.206254621914246,0.0931813990785463,-0.113073222835699,42.698906_141.571488
JP-Tom,Dfb,2003,6,19,141.571488,42.698906,-8.19,0,89,0,0.3345998919816453,NA,NA,0.131236228416302,0.0660133368484515,-0.0652228915678502,42.698906_141.571488
JP-Tom,Dfb,2003,6,20,141.571488,42.698906,-10.35,0,89,0,0.2764001911925531,NA,NA,0.364869109121747,0.0472590084234736,-0.317610100698273,42.698906_141.571488
JP-Tom,Dfb,2003,6,21,141.571488,42.698906,-11.9,0,87,0,0.2842278257608346,NA,NA,0.744921328256226,0.036224533210377,-0.708696795045849,42.698906_141.571488
JP-Tom,Dfb,2003,6,22,141.571488,42.698906,-12.87,0,86,0,0.2803246837090398,NA,NA,0.854368419096497,0.0302858499284242,-0.824082569168073,42.698906_141.571488
JP-Tom,Dfb,2003,6,23,141.571488,42.698906,-13.2,0,86,0,0.2720206919624846,NA,NA,0.854368419096497,0.0284273515827081,-0.825941067513789,42.698906_141.571488
JP-Tom,Dfb,2003,7,0,141.571488,42.698906,-11.17,0,84,0,0.3735871969668514,NA,NA,0.753260384161453,0.0411785193177911,-0.712081864843662,42.698906_141.571488
JP-Tom,Dfb,2003,7,1,141.571488,42.698906,-6.37,0,73,0,0.962381957959766,NA,NA,0.140903910960491,0.0850462734495017,-0.0558576375109892,42.698906_141.571488
JP-Tom,Dfb,2003,7,2,141.571488,42.698906,-4.91,0,67,0,1.333626530370989,NA,NA,0.194412405904657,0.102535444448029,-0.0918769614566286,42.698906_141.571488
JP-Tom,Dfb,2003,7,3,141.571488,42.698906,-4.62,0,62,0,1.5742141892741048,NA,NA,0.1857895831684245,0.106248932873548,-0.07954065029487639,42.698906_141.571488
JP-Tom,Dfb,2003,7,4,141.571488,42.698906,-4.8,0,59,0,1.672585462490626,NA,NA,0.19155066054800401,0.103934604290334,-0.0876160562576698,42.698906_141.571488
JP-Tom,Dfb,2003,7,5,141.571488,42.698906,-6.11,0,63,0,1.348783851270937,NA,NA,0.119592364196104,0.0880144105315673,-0.0315779536645363,42.698906_141.571488
