ID,koppen,year,doy,hour,lon,lat,ta_f,p_f,rh,sw_in_f,vpd_f,ts_f,swc_f_mds,nee_vut_ref,nee_nt_vut_ref,gpp_nt_vut_ref,lat_lon
JP-Kzw,Dfb,2001,1,0,138.5725,36.406667,-0.5758817852395108,0.0984739711905186,68.1868369929879,0,1.9306556898510054,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,1,138.5725,36.406667,-0.8444404329319193,0.0868064390589402,67.21075738028311,0,1.9555824293114465,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,2,138.5725,36.406667,-1.1595742866577008,0.0774724133536779,65.16204168863159,0,2.036088278732391,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,3,138.5725,36.406667,-1.5524586859391856,0.1404770868641998,63.21252644245288,0,2.0932939780805544,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,4,138.5725,36.406667,-2.563591384663653,0.1255426457357801,59.49944107075122,0,2.1459544981778187,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,5,138.5725,36.406667,-3.556694971375183,0.1068745943252555,54.82373902187915,0,2.231323517635325,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,6,138.5725,36.406667,-2.982017025963456,0.1040743866136759,47.4242907483664,9.825435802940406,2.7011299631894765,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,7,138.5725,36.406667,-3.5071046744370444,0.0956737634789407,42.84600494402309,63.87629279452709,2.8285282835080388,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,8,138.5725,36.406667,-4.1243587185649195,0.1128960450332665,34.43300382066809,169.46240979704498,3.1076828119465585,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,9,138.5725,36.406667,-4.288652419652778,0.0800774272910372,31.292360052819348,295.2084562301337,3.2198253793014695,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,10,138.5725,36.406667,-4.3364469508783525,0.087953895549173,35.00577039549774,404.4993646400243,3.035552806873032,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,11,138.5725,36.406667,-3.966412728655472,0.0625741644951823,36.91240525077775,453.1404246272023,3.0235205769371998,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
JP-Kzw,Dfb,2001,1,12,138.5725,36.406667,-3.9682797025314662,0.0363192703013992,36.56069532713579,414.64943316596157,3.039984774178494,-9999,NA,-9999,-9999,-9999,36.406667_138.5725
